NANDO	notification_number	disease_name_en	disease_name_synonym_en	disease_name_ja	disease_name_synonym_ja	Mondo
NANDO:2200347	36	[小慢] Autoimmune polyendocrinopathy type 2		[小慢] 自己免疫性多内分泌腺症候群2型		MONDO:0010012
NANDO:2200348	8	[小慢] Pseudopseudohypoparathyroidism		[小慢] 偽性偽性副甲状腺機能低下症		MONDO:0012912
NANDO:2200349	9	[小慢] Pseudohypoparathyroidism		[小慢] 偽性副甲状腺機能低下症		MONDO:0019992
NANDO:2200350	11	[小慢] Cushing disease	Cushing's Disease	[小慢] クッシング病	Cushing病	MONDO:0009050
NANDO:2200351	10	[小慢] Ectopic ACTH syndrome		[小慢] 異所性副腎皮質刺激ホルモン産生症候群	異所性ACTH産生症候群	MONDO:0043472
NANDO:2200352	12	[小慢] Adrenal adenoma		[小慢] 副腎腺腫		MONDO:0003924
NANDO:2200353	13	[小慢] ACTH-independent macronodular adrenal hyperplasia		[小慢] 副腎皮質結節性過形成		MONDO:0009049
NANDO:2200354	14	[小慢] Other Cushing syndrome		[小慢] 33から36までに掲げるもののほか、クッシング症候群		
NANDO:2200355	83	[小慢] Isolated ACTH deficiency		[小慢] 副腎皮質刺激ホルモン単独欠損症	ACTH単独欠損症	MONDO:0008720|MONDO:0016042
NANDO:2200356	84	[小慢] ACTH unresponsiveness	Adrenocorticotropin unresponsiveness|Adrenocorticotropic hormone unresponsiveness|Adrenocorticotropic hormone insensitivity	[小慢] 副腎皮質刺激ホルモン不応症	ACTH不応症	
NANDO:2200357	82	[小慢] Congenital adrenal hypoplasia		[小慢] 先天性副腎低形成症		MONDO:0010264|MONDO:0016241
NANDO:2200358	81	[小慢] Glucocorticoid resistance		[小慢] グルココルチコイド抵抗症		MONDO:0014421
NANDO:2200359	85	[小慢] Other chronic adrenal insufficiency	Addison disease	[小慢] 38から41までに掲げるもののほか、慢性副腎皮質機能低下症		MONDO:0009410|MONDO:0015129
NANDO:2200361	1	[小慢] Aldosteronism		[小慢] アルドステロン症		MONDO:0001422
NANDO:2200362	86	[小慢] Apparent mineralocorticoid excess syndrome	AME syndrome	[小慢] 見かけの鉱質コルチコイド過剰症候群	AME症候群	MONDO:0006657|MONDO:0009025
NANDO:2200363	87	[小慢] Liddle syndrome		[小慢] リドル症候群	Liddle症候群	MONDO:0008323
NANDO:2200364	69	[小慢] Hyporeninemic hypoaldosteronism	Hyporeninaemic hypoaldosteronism	[小慢] 低レニン性低アルドステロン症		
NANDO:2200365	68	[小慢] Aldosterone synthase deficiency		[小慢] アルドステロン合成酵素欠損症		MONDO:0020489
NANDO:2200366	70	[小慢] other hypoaldosteronism		[小慢] 46及び47に掲げるもののほか、低アルドステロン症		
NANDO:2200367	7	[小慢] Pseudohypoaldosteronism		[小慢] 偽性低アルドステロン症		MONDO:0018638
NANDO:2200370	61	[小慢] Congenital lipoid adrenal hyperplasia		[小慢] リポイド副腎過形成症	先天性リポイド過形成症	MONDO:0018479
NANDO:2200371	57	[小慢] 3 beta-hydroxysteroid dehydrogenase deficiency	3β-hydroxysteroid dehydrogenase deficiency	[小慢] 3β-ヒドロキシステロイド脱水素酵素欠損症		MONDO:0008727
NANDO:2200372	56	[小慢] 11-β-Hydroxylase deficiency	11-beta-hydroxylase deficiency	[小慢] 11β-水酸化酵素欠損症		MONDO:0008729
NANDO:2200373	58	[小慢] 17 alpha-hydroxylase deficiency	17-α-Hydroxylase deficiency	[小慢] 17α-水酸化酵素欠損症		MONDO:0008730
NANDO:2200374	59	[小慢] 21-Hydroxylase deficiency		[小慢] 21-水酸化酵素欠損症		MONDO:0008728
NANDO:2200375	60	[小慢] P450 oxidoreductase deficiency	PORD	[小慢] P450酸化還元酵素欠損症	P450オキシドレダクターゼ欠損症|POR欠損症	MONDO:0013310
NANDO:2200376	62	[小慢] Other congenital adrenal hyperplasia		[小慢] 50から55までに掲げるもののほか、先天性副腎過形成症		
NANDO:2200377	37	[小慢] Gonadotropin-dependent precocious puberty		[小慢] ゴナドトロピン依存性思春期早発症		MONDO:0019165
NANDO:2200378	38	[小慢] Non-gonadotropin-dependent precocious puberty		[小慢] ゴナドトロピン非依存性思春期早発症		MONDO:0015791
NANDO:2200379	3	[小慢] Hyperestrogenism		[小慢] エストロゲン過剰症		MONDO:0001946
NANDO:2200380	2	[小慢] Hyperandrogenism		[小慢] アンドロゲン過剰症		MONDO:0001324
NANDO:2200381	71	[小慢] Kallmann syndrome		[小慢] カルマン症候群	Kallmann症候群	MONDO:0018800
NANDO:2200382	72	[小慢] Hypogonadotropic hypogonadism		[小慢] 低ゴナドトロピン性性腺機能低下症	ゴナドトロピン分泌低下症	MONDO:0018555
NANDO:2200383	20	[小慢] Testicular dysgenesis		[小慢] 精巣形成不全		MONDO:0005437
NANDO:2200384	21	[小慢] Ovarian dysgenesis		[小慢] 卵巣形成不全		MONDO:0009299
NANDO:2200385	22	[小慢] Hypergonadotropic hypogonadism of other etiologies		[小慢] 63及び64に掲げるもののほか、高ゴナドトロピン性性腺機能低下症		
NANDO:2200387	53	[小慢] Ovotesticular dsd	Ovotesticular disorder of sex development	[小慢] 卵精巣性性分化疾患		MONDO:0016281
NANDO:2200388	51	[小慢] Mixed gonadal dysgenesis		[小慢] 混合性性腺異形成症		MONDO:0001969|MONDO:0015779
NANDO:2200389	49	[小慢] 5 alpha-reductase deficiency		[小慢] 5α-還元酵素欠損症		MONDO:0009923
NANDO:2200390	48	[小慢] 17 beta-hydroxysteroid dehydrogenase deficiency		[小慢] 17β-ヒドロキシステロイド脱水素酵素欠損症		MONDO:0009916
NANDO:2200391	47	[小慢] Androgen insensitivity syndrome		[小慢] アンドロゲン不応症		MONDO:0019154
NANDO:2200392	50	[小慢] Other disorders of sex development of 46,XY		[小慢] 68から70までに掲げるもののほか、46,XY性分化疾患		
NANDO:2200393	52	[小慢] Disorders of sex development of 46,XX	46,XY DSD	[小慢] 46,XX性分化疾患		MONDO:0020040|MONDO:0020042
NANDO:2200394	42	[小慢] Vipoma		[小慢] VIP産生腫瘍		MONDO:0019960
NANDO:2200395	40	[小慢] Gastrinoma		[小慢] ガストリノーマ		MONDO:0003523
NANDO:2200396	41	[小慢] Carcinoid syndrome		[小慢] カルチノイド症候群		MONDO:0005369|MONDO:0006689
NANDO:2200397	15	[小慢] Glucagonoma		[小慢] グルカゴノーマ		MONDO:0019959
NANDO:2200398	17	[小慢] Insulinoma		[小慢] インスリノーマ		MONDO:0024677
NANDO:2200399	18	[小慢] Congenital hyperinsulinemia	Congenital hyperinsulinaemia	[小慢] 先天性高インスリン血症		MONDO:0005803|MONDO:0017182
NANDO:2200400	19	[小慢] Other hyperinsulinemic hypoglycemia	Other hyperinsulinaemic hypoglycaemia	[小慢] 77及び78に掲げるもののほか、高インスリン血性低血糖症		
NANDO:2200401	76	[小慢] Vitamin D-dependent rickets		[小慢] ビタミンD依存性くる病		MONDO:0024299
NANDO:2200402	77	[小慢] Vitamin D-resistant osteomalacia		[小慢] ビタミンD抵抗性骨軟化症		MONDO:0024300
NANDO:2200403	16	[小慢] Primary hypophosphatemic rickets	Primary hypophosphataemic rickets	[小慢] 原発性低リン血症性くる病		MONDO:0024300
NANDO:2200404	39	[小慢] Lipodystrophy		[小慢] 脂肪萎縮症	脂肪異栄養症	MONDO:0006573
NANDO:2200405	64	[小慢] Multiple endocrine neoplasia type 1	MEN1|Wermer syndrome	[小慢] 多発性内分泌腫瘍1型	Wermer症候群|ウェルマー症候群	MONDO:0007540
NANDO:2200406	65	[小慢] Multiple endocrine neoplasia type 2	MEN 2|Sipple syndrome	[小慢] 多発性内分泌腫瘍2型	Sipple症候群|シップル症候群	MONDO:0008234|MONDO:0019003
NANDO:2200407	66	[小慢] Other multiple endocrine neoplasia		[小慢] 84及び85に掲げるもののほか、多発性内分泌腫瘍		
NANDO:2200409	63	[小慢] Polycystic ovary syndrome		[小慢] 多嚢胞性卵巣症候群		MONDO:0008487
NANDO:2200410	88	[小慢] Turner syndrome		[小慢] ターナー症候群	Turner症候群	MONDO:0019499
NANDO:2200411	91	[小慢] Prader-Willi syndrome		[小慢] プラダー・ウィリ症候群	Prader-Willi症候群	MONDO:0008300
NANDO:2200412	92	[小慢] McCune-Albright syndrome		[小慢] マッキューン・オルブライト症候群	McCune-Albright症候群	MONDO:0018919
NANDO:2200413	89	[小慢] Noonan syndrome		[小慢] ヌーナン症候群	Noonan症候群	MONDO:0018997
NANDO:2200414	90	[小慢] Bardet-Biedl syndrome		[小慢] バルデー・ビードル症候群	Bardet-Biedl症候群	MONDO:0015229
NANDO:2200415	8	[小慢] Juvenile idiopathic arthritis	JIA	[小慢] 若年性特発性関節炎		MONDO:0011429
NANDO:2200416	9	[小慢] Systemic lupus erythematosus	SLE	[小慢] 全身性エリテマトーデス		MONDO:0007915
NANDO:2200417	10	[小慢] Juvenile dermatomyositis, polymyositis	PM/DM	[小慢] 皮膚筋炎／多発性筋炎		
NANDO:2200420	7	[小慢] Sjogren's syndrome	Sjögren's syndrome	[小慢] シェーグレン症候群	Sjogren症候群	MONDO:0010030
NANDO:2200421	6	[小慢] Anti-phospholipid antibody syndrome		[小慢] 抗リン脂質抗体症候群		MONDO:0007140
NANDO:2200422	11	[小慢] Behcet's disease	Behçet disease	[小慢] ベーチェット病	Behçet病	MONDO:0007191
NANDO:2200423	4	[小慢] Takayasu arteritis	Aortitis syndrome|Takayasu's arteritis	[小慢] 高安動脈炎	大動脈炎症候群	MONDO:0006656|MONDO:0017991
NANDO:2200424	5	[小慢] Granulomatosis with polyangiitis	GPA	[小慢] 多発血管炎性肉芽腫症		MONDO:0012105
NANDO:2200425	1	[小慢] Polyangiitis nodosa	PN	[小慢] 結節性多発血管炎	結節性多発動脈炎	MONDO:0019170
NANDO:2200426	2	[小慢] Microscopic polyangiitis	MPA	[小慢] 顕微鏡的多発血管炎		MONDO:0019124
NANDO:2200427	3	[小慢] Eosinophilic granulomatosis with polyangiitis	EGPA	[小慢] 好酸球性多発血管炎性肉芽腫症		MONDO:0015943
NANDO:2200428	12	[小慢] Relapsing polychondritis	RP	[小慢] 再発性多発軟骨炎		MONDO:0019125
NANDO:2200429	23	[小慢] Systemic sclerosis	SSc	[小慢] 全身性強皮症		MONDO:0005100
NANDO:2200430	24	[小慢] Mixed connective tissue disease	MCTD	[小慢] 混合性結合組織病		MONDO:0005854
NANDO:2200431	14	[小慢] Familial Mediterranean fever	FMF	[小慢] 家族性地中海熱		MONDO:0018088
NANDO:2200432	16	[小慢] Cryopyrin-associated periodic syndrome	Cryopyrin associated periodic fever syndrome	[小慢] クリオピリン関連周期熱症候群	家族性寒冷自己炎症症候群	MONDO:0016168
NANDO:2200433	18	[小慢] TNF receptor-associated periodic fever syndrome	TRAPS	[小慢] TNF受容体関連周期性症候群		MONDO:0007727
NANDO:2200434	20	[小慢] Blau syndrome, early onset sarcoidosis	Early onset sarcoidosis	[小慢] ブラウ症候群	Blau症候群|若年発症サルコイドーシス	MONDO:0008523
NANDO:2200435	19	[小慢] Nakajo-Nishimura syndrome	Autoinflammation, lipodystrophy, and dermatosis syndrome|CANDLE syndrome|Chronic atypical neutrophilic dermatosis with lipodystrophy and elevated temperature syndrome|JMP syndrome|Joint contractures, muscle atrophy, microcytic anemia, and panniculitis induced lipodystrophy	[小慢] 中條・西村症候群	関節拘縮、筋委縮、小球性貧血、脂肪異栄養症誘因性脂肪織炎|脂肪異栄養症および発熱を伴う慢性非典型的好中球性皮膚疾患症候群	MONDO:0009726
NANDO:2200436	17	[小慢] Hyper IgD syndrome	Mevalonate kinase deficiency|MKD|HIDS	[小慢] 高IgD症候群	メバロン酸キナーゼ欠損症	MONDO:0009849|MONDO:0017708
NANDO:2200437	15	[小慢] Pyogenic arthritis, pyoderma gangrenosum, acne syndrome	PAPA syndrome|Pyogenic arthritis, pyoderma gangrenosum and acne syndrome|PAPA syndrome	[小慢] 化膿性無菌性関節炎・壊疽性膿皮症・アクネ症候群	PAPA症候群	MONDO:0004471|MONDO:0011462|MONDO:0018824
NANDO:2200438	21	[小慢] Chronic recurrent multifocal osteomyelitis	CRMO	[小慢] 慢性再発性多発性骨髄炎	CRMO	MONDO:0009813
NANDO:2200439	13	[小慢] Deficiency of the interleukin-1-receptor antagonist		[小慢] インターロイキンI受容体拮抗分子欠損症		MONDO:0013021
NANDO:2200440	22	[小慢] Other autoinflammatory diseases		[小慢] 15から23までに掲げるもののほか、自己炎症性疾患		
NANDO:2200460	1	[小慢] Diabetes mellitus type 1	Type 1 diabetes mellitus	[小慢] 1型糖尿病		MONDO:0005147
NANDO:2200461	6	[小慢] Diabetes mellitus type 2	Type 2 Diabetes Mellitus	[小慢] 2型糖尿病		MONDO:0005148|MONDO:0007452
NANDO:2200462	4	[小慢] Maturity-onset diabetes of the young	MODY	[小慢] 若年発症成人型糖尿病	MODY	MONDO:0018911
NANDO:2200463	5	[小慢] Neonatal diabetes mellitus		[小慢] 新生児糖尿病		MONDO:0016391
NANDO:2200464	2	[小慢] Insulin receptor abnormality		[小慢] インスリン受容体異常症		
NANDO:2200465	3	[小慢] Lipoatrophic diabetes		[小慢] 脂肪萎縮性糖尿病		MONDO:0005827|MONDO:0018883
NANDO:2200466	7	[小慢] Other diabetes mellitus		[小慢] 1から6までに掲げるもののほか、糖尿病		
NANDO:2200467	17	[小慢] Phenylketonuria	PKU|Hyperphenylalaninemia|HPA	[小慢] フェニルケトン尿症	高フェニルアラニン血症	MONDO:0009861
NANDO:2200468	8	[小慢] Tyrosinemia type 1	Tyrosinaemia type 1	[小慢] 高チロシン血症１型		MONDO:0010161
NANDO:2200469	9	[小慢] Tyrosinemia type 2	Tyrosinaemia type 2	[小慢] 高チロシン血症２型		MONDO:0010160
NANDO:2200470	10	[小慢] Tyrosinemia type 3	Tyrosinaemia type 3	[小慢] 高チロシン血症３型		MONDO:0010162
NANDO:2200471	11	[小慢] Hyperprolinemia	Hyperprolinaemia	[小慢] 高プロリン血症		MONDO:0023419
NANDO:2200472	18	[小慢] Prolidase deficiency	Hyperimidodipeptiduria	[小慢] プロリダーゼ欠損症		MONDO:0008221
NANDO:2200473	20	[小慢] Maple syrup urine disease	MSUD	[小慢] メープルシロップ尿症		MONDO:0009563
NANDO:2200474	19	[小慢] Homocystinuria		[小慢] ホモシスチン尿症		MONDO:0004737
NANDO:2200475	12	[小慢] Hypermethioninemia	Hypermethioninaemia	[小慢] 高メチオニン血症		MONDO:0000351
NANDO:2200476	16	[小慢] Nonketotic hyperglycinemia	Nonketotic hyperglycinaemia|NKH	[小慢] 非ケトーシス型高グリシン血症		MONDO:0011612
NANDO:2200477	3	[小慢] N-acetylglutamate synthetase deficiency	NAGS deficiency	[小慢] N-アセチルグルタミン酸合成酵素欠損症		MONDO:0009377
NANDO:2200478	5	[小慢] Carbamoylphosphate synthetase deficiency	Carbamyl phosphate synthetase deficiency	[小慢] カルバミルリン酸合成酵素欠損症		MONDO:0009376
NANDO:2200479	4	[小慢] Ornithine transcarbamylase deficiency		[小慢] オルニチントランスカルバミラーゼ欠損症		MONDO:0010703
NANDO:2200480	1	[小慢] Argininosuccinate synthetase deficiency	Citrullinaemia type 1|Citrullinemia Type 1|Type I citrullinaemia|CTLN1	[小慢] アルギニノコハク酸合成酵素欠損症	シトルリン血症I型|CTLN1	MONDO:0008988
NANDO:2200481	2	[小慢] Argininosuccinic aciduria		[小慢] アルギニノコハク酸尿症		MONDO:0008815
NANDO:2200482	6	[小慢] Hyperargininemia	Hyperargininaemia	[小慢] 高アルギニン血症		MONDO:0008814
NANDO:2200483	14	[小慢] Citrin deficiency		[小慢] シトリン欠損症		MONDO:0016602
NANDO:2200484	7	[小慢] Hyperornithinemia	Hyperornithinaemia	[小慢] 高オルニチン血症		MONDO:0009796
NANDO:2200487	15	[小慢] Hartnup disease		[小慢] ハートナップ病	Hartnup病	MONDO:0009324
NANDO:2200488	21	[小慢] Lysinuric protein intolerance		[小慢] リジン尿性蛋白不耐症		MONDO:0009109
NANDO:2200489	13	[小慢] Cystinuria		[小慢] シスチン尿症		MONDO:0009067
NANDO:2200490	22	[小慢] Other disorders of amino acid metabolism		[小慢] 1から21までに掲げるもののほか、アミノ酸代謝異常症		
NANDO:2200491	109	[小慢] Methylmalonic acidemia	Methylmalonic acidaemia|MMA	[小慢] メチルマロン酸血症		MONDO:0002012
NANDO:2200492	106	[小慢] Propionic acidemia	Propionic acidaemia|PA	[小慢] プロピオン酸血症		MONDO:0011628
NANDO:2200493	107	[小慢] Beta-ketothiolase deficiency	β-ketothiolase deficiency	[小慢] β-ケトチオラーゼ欠損症		MONDO:0008760
NANDO:2200494	95	[小慢] Isovaleric acidemia	Isovaleric acidaemia	[小慢] イソ吉草酸血症		MONDO:0009475
NANDO:2200495	103	[小慢] 3-methylcrotonyl-CoA carboxylase deficiency		[小慢] 3-メチルクロトニルCoAカルボキシラーゼ欠損症	メチルクロトニルグリシン尿症	MONDO:0018950
NANDO:2200496	108	[小慢] Methylglutaconic aciduria		[小慢] メチルグルタコン酸尿症		MONDO:0017359
NANDO:2200497	102	[小慢] 3-hydroxy-3-methylglutaric acidemia	3-hydroxy-3-methylglutaric acidaemia|HMG-CoA lyase deficiency	[小慢] 3-ヒドロキシ-3-メチルグルタル酸血症	ＨＭＧ血症	MONDO:0009520
NANDO:2200498	101	[小慢] 3-hydroxy-3-methylglutaryl-CoA synthase deficiency	HMG-CoA synthase deficiency	[小慢] 3-ヒドロキシ-3-メチルグルタリルCoA合成酵素欠損症		MONDO:0011614
NANDO:2200499	100	[小慢] Succinyl-CoA:3-ketoacid CoA transferase deficiency	SCOT deficiency	[小慢] スクシニル-CoA：3-ケト酸CoAトランスフェラーゼ欠損症	SCOT欠損症	MONDO:0009492
NANDO:2200500	105	[小慢] Multiple carboxylase deficiency		[小慢] 複合カルボキシラーゼ欠損症		MONDO:0015454
NANDO:2200501	97	[小慢] Glutaric acidemia type 1	Glutaric acidaemia type 1|Glutaryl-CoA dehydrogenase deficiency|GA1	[小慢] グルタル酸血症1型		MONDO:0009281
NANDO:2200502	98	[小慢] Glutaric acidemia type 2	Glutaric acidaemia type 2|Multiple acyl-CoA dehydrogenase deficiency|GA2|multiple acyl-CoA dehydrogenase deficiency	[小慢] グルタル酸血症２型		MONDO:0009282
NANDO:2200503	99	[小慢] Primary hyperoxaluria		[小慢] 原発性高シュウ酸尿症		MONDO:0002474
NANDO:2200504	94	[小慢] Alkaptonuria		[小慢] アルカプトン尿症		MONDO:0008753
NANDO:2200505	96	[小慢] Glycerol kinase deficiency	GKD	[小慢] グリセロール尿症		MONDO:0010613
NANDO:2200506	104	[小慢] Inborn errors of bile acid metabolism		[小慢] 先天性胆汁酸代謝異常症		MONDO:0019218
NANDO:2200507	110	[小慢] Other disorders of organic acid metabolism		[小慢] 23から38までに掲げるもののほか、有機酸代謝異常症		
NANDO:2200508	46	[小慢] Organic cation transporter 2 deficiency	OCTN2 deficiency|Carnitine uptake defect	[小慢] 全身性カルニチン欠損症		MONDO:0008919
NANDO:2200509	41	[小慢] Carnitine palmitoyltransferase I deficiency		[小慢] カルニチンパルミトイルトランスフェラーゼⅠ欠損症	CPT1欠損症	MONDO:0009705
NANDO:2200510	42	[小慢] Carnitine palmitoyltransferase II deficiency	CPT II deficiency	[小慢] カルニチンパルミトイルトランスフェラーゼII欠損症	CPT2欠損症	MONDO:0015515
NANDO:2200511	40	[小慢] Carnitine-acylcarnitine translocase deficiency	CACT deficiency	[小慢] カルニチン/アシルカルニチントランスロカーゼ欠損症	CACT欠損症	MONDO:0008918
NANDO:2200512	43	[小慢] Very-long-chain acyl-CoA dehydrogenase deficiency	VLCADD|VLCAD deficiency	[小慢] 極長鎖アシルCoA脱水素酵素欠損症		MONDO:0008723
NANDO:2200513	48	[小慢] Medium-chain acyl-CoA dehydrogenase deficiency	MCAD deficiency	[小慢] 中鎖アシルCoA脱水素酵素欠損症		MONDO:0008721
NANDO:2200514	47	[小慢] Short-chain acyl-CoA dehydrogenase deficiency	SCAD deficiency	[小慢] 短鎖アシルCoA脱水素酵素欠損症		MONDO:0008722
NANDO:2200515	44	[小慢] Trifunctional protein deficiency	mitochondrial trifunctional protein deficiency|TFP deficiency	[小慢] 三頭酵素欠損症		MONDO:0012172
NANDO:2200516	45	[小慢] 3-hydroxy acyl-CoA dehydrogenase deficiency	HADH deficiency	[小慢] 3-ヒドロキシアシルCoA脱水素酵素欠損症		MONDO:0009278
NANDO:2200517	49	[小慢] Other disorders of fatty-acid metabolism		[小慢] 40から48までに掲げるもののほか、脂肪酸代謝異常症		
NANDO:2200518	87	[小慢] Pyruvate dehydrogenase complex deficiency		[小慢] ピルビン酸脱水素酵素複合体欠損症		MONDO:0019169
NANDO:2200519	86	[小慢] Pyruvate carboxylase deficiency		[小慢] ピルビン酸カルボキシラーゼ欠損症		MONDO:0009949
NANDO:2200520	88	[小慢] Fumarase deficiency		[小慢] フマラーゼ欠損症		MONDO:0011730
NANDO:2200521	85	[小慢] Succinyl-CoA ligase deficiency		[小慢] スクシニル-CoAリガーゼ欠損症		
NANDO:2200522	89	[小慢] Mitochondrial respiratory chain disorders		[小慢] ミトコンドリア呼吸鎖複合体欠損症		MONDO:0017718
NANDO:2200523	91	[小慢] Mitochondrial DNA depletion syndrome		[小慢] ミトコンドリアDNA枯渇症候群		MONDO:0018158
NANDO:2200524	92	[小慢] Diseases due to mitochondrial DNA mutation		[小慢] ミトコンドリアDNA突然変異		MONDO:0016793
NANDO:2200528	90	[小慢] Diseases due to mitochondrial DNA deletion		[小慢] ミトコンドリアDNA欠失		MONDO:0018158
NANDO:2200530	93	[小慢] Other mitochondrial diseases		[小慢] 50から57までに掲げるもののほか、ミトコンドリア病		
NANDO:2200531	57	[小慢] Hereditary fructose intolerance	HFI	[小慢] 遺伝性フルクトース不耐症		MONDO:0009249
NANDO:2200532	59	[小慢] Galactose-1-phosphate uridyltransferase deficiency	Galactose-1-phosphate uridylyltransferase deficiency|Galactosemia type 1|GALT deficiency	[小慢] ガラクトース-1-リン酸ウリジルトランスフェラーゼ欠損症		MONDO:0009258
NANDO:2200533	60	[小慢] Galactokinase deficiency		[小慢] ガラクトキナーゼ欠損症		MONDO:0009255
NANDO:2200534	58	[小慢] UDP-galactose-4-epimerase deficiency		[小慢] ウリジル二リン酸ガラクトース-4-エピメラーゼ欠損症		MONDO:0009257
NANDO:2200535	70	[小慢] Fructose-1,6-bisphosphatase deficiency		[小慢] フルクトース-1,6-ビスホスファターゼ欠損症		MONDO:0009251
NANDO:2200536	71	[小慢] Phosphoenolpyruvate carboxykinase deficiency		[小慢] ホスホエノールピルビン酸カルボキシキナーゼ欠損症		MONDO:0017320
NANDO:2200537	61	[小慢] Glycogen synthase deficiency	Glycogen storage disease type 0|GSD0	[小慢] グリコーゲン合成酵素欠損症	糖原病0型	MONDO:0009414
NANDO:2200538	63	[小慢] Glycogen storage disease type I		[小慢] 糖原病I型		MONDO:0002413
NANDO:2200539	64	[小慢] Glycogen storage disease type III	Cori disease	[小慢] 糖原病III型	Cori病|コーリー病	MONDO:0009291
NANDO:2200540	65	[小慢] Glycogen storage disease type IV	Andersen disease	[小慢] 糖原病IV型		MONDO:0009292
NANDO:2200541	66	[小慢] Glycogen storage disease type V	McArdle disease	[小慢] 糖原病V型	McArdle病|マッカードル病	MONDO:0009293
NANDO:2200542	67	[小慢] Glycogen storage disease type VI		[小慢] 糖原病VI型	ハース病	MONDO:0009294
NANDO:2200543	68	[小慢] Glycogen storage disease type VII	Tarui disease	[小慢] 糖原病VII型		MONDO:0009295
NANDO:2200544	69	[小慢] Glycogen storage disease type IX		[小慢] 糖原病IX型		MONDO:0018251
NANDO:2200545	62	[小慢] Glucose transporter 1 deficiency	GLUT-1 deficiency|GLUT-1 DS	[小慢] グルコーストランスポーター1欠損症	GLUT1欠損症	MONDO:0011724
NANDO:2200546	72	[小慢] Other disorders of carbohydrate metabolism		[小慢] 59から73までに掲げるもののほか、糖質代謝異常症		
NANDO:2200547	129	[小慢] Mucopolysaccharidosis type I	MPS I	[小慢] ムコ多糖症I型	Hurler-Scheie症候群	MONDO:0001586
NANDO:2200548	130	[小慢] Mucopolysaccharidosis type II	MPS II|Hunter syndrome	[小慢] ムコ多糖症II型	Hunter症候群	MONDO:0010674
NANDO:2200549	131	[小慢] Mucopolysaccharidosis type III	MPS III|Sanfilippo syndrome	[小慢] ムコ多糖症III型	Sanfilippo症候群	MONDO:0018937
NANDO:2200550	132	[小慢] Mucopolysaccharidosis type IV	MPS IV|Morquio disease	[小慢] ムコ多糖症IV型	Morquio症候群	MONDO:0018938
NANDO:2200551	133	[小慢] Mucopolysaccharidosis type VI	MPS VI|Maroteaux-Lamy syndrome|Maroteaux-Lamy disease	[小慢] ムコ多糖症VI型	Maroteaux-Lamy症候群|マロトー・ラミー症候群|マロトー・ラミー病	MONDO:0009661
NANDO:2200552	134	[小慢] Mucopolysaccharidosis type VII	MPS VII|Sly disease	[小慢] ムコ多糖症VII型	Sly病	MONDO:0009662
NANDO:2200553	125	[小慢] Fucosidosis		[小慢] フコシドーシス		MONDO:0009254
NANDO:2200554	128	[小慢] Mannosidosis		[小慢] マンノシドーシス		
NANDO:2200555	111	[小慢] Aspartylglucosaminuria		[小慢] アスパルチルグルコサミン尿症		MONDO:0008830
NANDO:2200556	117	[小慢] Sialidosis		[小慢] シアリドーシス		MONDO:0017734
NANDO:2200557	113	[小慢] Galactosialidosis		[小慢] ガラクトシアリドーシス		MONDO:0009737
NANDO:2200558	118	[小慢] GM1 Gangliosidosis	Beta-galactosidase-1 deficiency	[小慢] GM1ガングリオシドーシス		MONDO:0018149
NANDO:2200559	119	[小慢] GM2 gangliosidosis		[小慢] GM2ガングリオシドーシス		MONDO:0017720
NANDO:2200560	112	[小慢] Metachromatic leukodystrophy	MLD	[小慢] 異染性白質ジストロフィー		MONDO:0018868
NANDO:2200561	122	[小慢] Niemann-Pick disease	NPD	[小慢] ニーマン・ピック病	Niemann-Pick病	MONDO:0001982
NANDO:2200562	115	[小慢] Gaucher disease		[小慢] ゴーシェ病	Gaucher病	MONDO:0018150
NANDO:2200563	124	[小慢] Fabry disease		[小慢] ファブリー病	Fabry病	MONDO:0010526
NANDO:2200564	114	[小慢] Krabbe disease		[小慢] クラッベ病	Krabbe病	MONDO:0009499
NANDO:2200565	123	[小慢] Farber disease	Farber's lipogranulomatosis|FD	[小慢] ファーバー病	Farber病	MONDO:0009218
NANDO:2200566	127	[小慢] Multiple sulfatase deficiency		[小慢] マルチプルスルファターゼ欠損症	マルチプルサルファターゼ欠損症|多発性スルファターゼ欠損症	MONDO:0010088
NANDO:2200567	135	[小慢] Mucolipidosis II	ML II|I-cell disease	[小慢] ムコリピドーシスII型	I-cell病	MONDO:0009650
NANDO:2200568	136	[小慢] Mucolipidosis III	ML III	[小慢] ムコリピドーシスIII型		MONDO:0018931
NANDO:2200569	126	[小慢] Pompe disease	glycogen storage disease type II	[小慢] ポンペ病	Pompe病	MONDO:0009290
NANDO:2200570	116	[小慢] Acid lipase deficiency	Wolman disease and cholesterol ester storage disease	[小慢] 酸性リパーゼ欠損症		MONDO:0019148
NANDO:2200571	120	[小慢] Cystinosis		[小慢] シスチン症		MONDO:0016239
NANDO:2200572	137	[小慢] Free Sialic Acid Storage Disease		[小慢] 遊離シアル酸蓄積症		MONDO:0019366
NANDO:2200573	121	[小慢] Neuronal ceroid lipofuscinoses	NCL	[小慢] 神経セロイドリポフスチン症	セロイドリポフスチノーシス	MONDO:0016295
NANDO:2200574	138	[小慢] Other lysosomal diseases		[小慢] 75から101までに掲げるもののほか、ライソゾーム病		
NANDO:2200575	82	[小慢] Peroxisome biogenesis disorders	PBD	[小慢] ペルオキシソーム形成異常症	PEX遺伝子異常症	MONDO:0019234
