id	label_en	synonym_en	label_ja	synonym_ja
G003			ＭＲＳＡ髄膜炎	
M0002			ＭＲＳＡ肘関節炎	
A048			ＭＲＳＡ腸炎	
J869			ＭＲＳＡ膿胸	
J152			ＭＲＳＡ肺炎	
J852			ＭＲＳＡ肺化膿症	
A410			ＭＲＳＡ敗血症	
K650			ＭＲＳＡ腹膜炎	
Z228			ＭＲＳＡ保菌者	
N308			ＭＲＳＡ膀胱炎	
D848			ＭｙＤ８８欠損症	
E722			Ｎ−アセチルグルタミン酸合成酵素欠損症	
C947			ＮＫ細胞白血病	
D898			ＮＬＲＣ４異常症	
K259			ＮＳＡＩＤ胃潰瘍	
K269			ＮＳＡＩＤ十二指腸潰瘍	
N140			ＮＳＡＩＤ腎症	
R778			ＮＳＥ高値	
E250			Ｐ４５０オキシドレダクターゼ欠損症	
D898			ＰＡＰＡ症候群	
G404			ＰＣＤＨ１９関連症候群	
G378			ＰＣＷＨ	
E744			ＰＥＰＣＫ欠損症	
D898			ＰＦＡＰＡ症候群	
E740			ＰＧＫ欠損症	
M1314			ＰＩＰ関節炎	
S6261			ＰＩＰ関節開放性脱臼骨折	
S631			ＰＩＰ関節脱臼	
S6260			ＰＩＰ関節脱臼骨折	
S6260			ＰＩＰ関節内骨折	
S636			ＰＩＰ関節捻挫	
M674			ＰＩＰ関節部ガングリオン	
M1994			ＰＩＰ関節変形性関節症	
R778			ＰＩＶＫＡ−ＩＩ高値	
D848			ＰＭＳ２異常症	
D815			ＰＮＰ欠損症	
C900			ＰＯＥＭＳ症候群	
R778			ＰＳＡ高値	
Z955			ＰＴＣＡ術後	
T825			ＰＶシャントカテーテル腹腔内逸脱	
C910			Ｐｈ陽性急性リンパ性白血病	
I458			ＱＴ延長症候群	
I498			ＱＴ短縮症候群	
A78			Ｑ熱	
C920			ＲＡＥＢ−ｔ	
D763			ＲＡＳ関連自己免疫性リンパ増殖症候群様疾患	
D828			ＲＩＤＤＬＥ症候群	
C349			ＲＯＳ１融合遺伝子陽性非小細胞肺癌	
M0600			ＲＳ３ＰＥ症候群	
B348			ＲＳウイルス感染症	
J205			ＲＳウイルス気管支炎	
J210			ＲＳウイルス細気管支炎	
B348			ＲＳウイルス脳症	
J121			ＲＳウイルス肺炎	
P550			Ｒｈ因子不適合	
T804			Ｒｈ因子不適合輸血	
O360			Ｒｈ不適合	
P550			Ｒｈ溶血性疾患	
D898			ＳＡＰＨＯ症候群	
E713			ＳＣＡＤ欠損症	
R778			ＳＣＣ高値	
E713			ＳＣＯＴ欠損症	
E274			ＳＦ−１異常症	
E343			ＳＧＡ性低身長症	
M321			ＳＬＥ眼底	
P008			ＳＬＥ母体児	
R778			ＳＬＸ高値	
T888			ＳＲイソシットインレー過高	
T888			ＳＲイソシットインレー粗造	
T888			ＳＲイソシットインレー脱離	
T888			ＳＲイソシットインレー低位	
T888			ＳＲイソシットインレー破損	
T888			ＳＲイソシットインレー不適合	
I219			ＳＴ上昇型急性心筋梗塞	
A099			Ｓ状結腸炎	
K633			Ｓ状結腸潰瘍	
Q438			Ｓ状結腸過長症	
K458			Ｓ状結腸間膜窩ヘルニア	
Q431			Ｓ状結腸型ヒルシュスプルング病	
C187			Ｓ状結腸癌	
K566			Ｓ状結腸狭窄症	
K573			Ｓ状結腸憩室	
K573			Ｓ状結腸憩室炎	
K573			Ｓ状結腸憩室出血	
K572			Ｓ状結腸憩室穿孔	
A183			Ｓ状結腸結核	
N824			Ｓ状結腸子宮瘻	
D374			Ｓ状結腸腫瘍	
C187			Ｓ状結腸神経内分泌細胞癌	
C187			Ｓ状結腸神経内分泌腫瘍	
K562			Ｓ状結腸軸捻転	
K631			Ｓ状結腸穿孔	
D125			Ｓ状結腸腺腫	
Q439			Ｓ状結腸先天異常	
K573			Ｓ状結腸多発憩室	
D374			Ｓ状結腸粘膜下腫瘍	
K635			Ｓ状結腸ポリープ	
K632			Ｓ状結腸瘻	
G08			Ｓ状静脈洞血栓症	
Q631			Ｓ状腎	
D899			ＴＡＦＲＯ症候群	
Q872			ＴＡＲ症候群	
E078			ＴＢＧ異常症	
E078			ＴＢＧ欠損症	
E078			ＴＢＧ増多症	
E078			ＴＢＧ低下症	
C910			ＴＥＬ−ＡＭＬ１陽性Ｂリンパ芽球性白血病	
C910			ＴＥＬ−ＡＭＬ１陽性Ｂリンパ芽球性白血病／リンパ腫	
C835			ＴＥＬ−ＡＭＬ１陽性Ｂリンパ芽球性リンパ腫	
S668			ＴＦＣＣ損傷	
D898			ＴＮＦ受容体関連周期性症候群	
Q799			ＴＲＰＶ４異常症	
D352			ＴＳＨ産生下垂体腺腫	
E078			ＴＳＨ受容体異常症	
E230			ＴＳＨ単独欠損症	
A301			ＴＴ型ハンセン病	
E274			ＴｒｉｐｌｅＡ症候群	
T869			Ｔ細胞関連型拒絶反応	
D477			Ｔ細胞性移植後リンパ増殖性疾患	
