id	label_en	synonym_en	label_ja	synonym_ja
2200385	[小慢] Hypergonadotropic hypogonadism of other etiologies		[小慢] 63及び64に掲げるもののほか、高ゴナドトロピン性性腺機能低下症	
2200387	[小慢] Ovotesticular dsd	Ovotesticular disorder of sex development	[小慢] 卵精巣性性分化疾患	
2200388	[小慢] Mixed gonadal dysgenesis		[小慢] 混合性性腺異形成症	
2200389	[小慢] 5 alpha-reductase deficiency		[小慢] 5α-還元酵素欠損症	
2200390	[小慢] 17 beta-hydroxysteroid dehydrogenase deficiency		[小慢] 17β-ヒドロキシステロイド脱水素酵素欠損症	
2200391	[小慢] Androgen insensitivity syndrome		[小慢] アンドロゲン不応症	
2200392	"[小慢] Other disorders of sex development of 46,XY"		"[小慢] 68から70までに掲げるもののほか、46,XY性分化疾患"	
2200393	"[小慢] Disorders of sex development of 46,XX"	"46,XY DSD"	"[小慢] 46,XX性分化疾患"	
2200394	[小慢] Vipoma		[小慢] VIP産生腫瘍	
2200395	[小慢] Gastrinoma		[小慢] ガストリノーマ	
2200396	[小慢] Carcinoid syndrome		[小慢] カルチノイド症候群	
2200397	[小慢] Glucagonoma		[小慢] グルカゴノーマ	
2200398	[小慢] Insulinoma		[小慢] インスリノーマ	
2200399	[小慢] Congenital hyperinsulinemia	Congenital hyperinsulinaemia	[小慢] 先天性高インスリン血症	
2200400	[小慢] Other hyperinsulinemic hypoglycemia	Other hyperinsulinaemic hypoglycaemia	[小慢] 77及び78に掲げるもののほか、高インスリン血性低血糖症	
2200401	[小慢] Vitamin D-dependent rickets		[小慢] ビタミンD依存性くる病	
2200402	[小慢] Vitamin D-resistant osteomalacia		[小慢] ビタミンD抵抗性骨軟化症	
2200403	[小慢] Primary hypophosphatemic rickets	Primary hypophosphataemic rickets	[小慢] 原発性低リン血症性くる病	
2200404	[小慢] Lipodystrophy		[小慢] 脂肪萎縮症	脂肪異栄養症
2200405	[小慢] Multiple endocrine neoplasia type 1	MEN1|Wermer syndrome	[小慢] 多発性内分泌腫瘍1型	Wermer症候群|ウェルマー症候群
2200406	[小慢] Multiple endocrine neoplasia type 2	MEN 2|Sipple syndrome	[小慢] 多発性内分泌腫瘍2型	Sipple症候群|シップル症候群
2200407	[小慢] Other multiple endocrine neoplasia		[小慢] 84及び85に掲げるもののほか、多発性内分泌腫瘍	
2200409	[小慢] Polycystic ovary syndrome		[小慢] 多嚢胞性卵巣症候群	
2200410	[小慢] Turner syndrome		[小慢] ターナー症候群	Turner症候群
2200411	[小慢] Prader-Willi syndrome		[小慢] プラダー・ウィリ症候群	Prader-Willi症候群
2200412	[小慢] McCune-Albright syndrome		[小慢] マッキューン・オルブライト症候群	McCune-Albright症候群
2200413	[小慢] Noonan syndrome		[小慢] ヌーナン症候群	Noonan症候群
2200414	[小慢] Bardet-Biedl syndrome		[小慢] バルデー・ビードル症候群	Bardet-Biedl症候群
2200415	[小慢] Juvenile idiopathic arthritis	JIA	[小慢] 若年性特発性関節炎	
2200416	[小慢] Systemic lupus erythematosus	SLE	[小慢] 全身性エリテマトーデス	
2200417	"[小慢] Juvenile dermatomyositis, polymyositis"	PM/DM	[小慢] 皮膚筋炎／多発性筋炎	
2200420	[小慢] Sjogren's syndrome	Sjögren's syndrome	[小慢] シェーグレン症候群	Sjogren症候群
2200421	[小慢] Anti-phospholipid antibody syndrome		[小慢] 抗リン脂質抗体症候群	
2200422	[小慢] Behcet's disease	Behçet disease	[小慢] ベーチェット病	Behçet病
2200423	[小慢] Takayasu arteritis	Aortitis syndrome|Takayasu's arteritis	[小慢] 高安動脈炎	大動脈炎症候群
2200424	[小慢] Granulomatosis with polyangiitis	GPA	[小慢] 多発血管炎性肉芽腫症	
2200425	[小慢] Polyangiitis nodosa	PN	[小慢] 結節性多発血管炎	結節性多発動脈炎
2200426	[小慢] Microscopic polyangiitis	MPA	[小慢] 顕微鏡的多発血管炎	
2200427	[小慢] Eosinophilic granulomatosis with polyangiitis	EGPA	[小慢] 好酸球性多発血管炎性肉芽腫症	
2200428	[小慢] Relapsing polychondritis	RP	[小慢] 再発性多発軟骨炎	
2200429	[小慢] Systemic sclerosis	SSc	[小慢] 全身性強皮症	
2200430	[小慢] Mixed connective tissue disease	MCTD	[小慢] 混合性結合組織病	
2200431	[小慢] Familial Mediterranean fever	FMF	[小慢] 家族性地中海熱	
2200432	[小慢] Cryopyrin-associated periodic syndrome	Cryopyrin associated periodic fever syndrome	[小慢] クリオピリン関連周期熱症候群	家族性寒冷自己炎症症候群
2200433	[小慢] TNF receptor-associated periodic fever syndrome	TRAPS	[小慢] TNF受容体関連周期性症候群	
2200434	"[小慢] Blau syndrome, early onset sarcoidosis"	Early onset sarcoidosis	[小慢] ブラウ症候群	Blau症候群|若年発症サルコイドーシス
2200435	[小慢] Nakajo-Nishimura syndrome	"Autoinflammation, lipodystrophy, and dermatosis syndrome|CANDLE syndrome|Chronic atypical neutrophilic dermatosis with lipodystrophy and elevated temperature syndrome|JMP syndrome|Joint contractures, muscle atrophy, microcytic anemia, and panniculitis induced lipodystrophy"	[小慢] 中條・西村症候群	関節拘縮、筋委縮、小球性貧血、脂肪異栄養症誘因性脂肪織炎|脂肪異栄養症および発熱を伴う慢性非典型的好中球性皮膚疾患症候群
2200436	[小慢] Hyper IgD syndrome	Mevalonate kinase deficiency|MKD|HIDS	[小慢] 高IgD症候群	メバロン酸キナーゼ欠損症
2200437	"[小慢] Pyogenic arthritis, pyoderma gangrenosum, acne syndrome"	"PAPA syndrome|Pyogenic arthritis, pyoderma gangrenosum and acne syndrome|PAPA syndrome"	[小慢] 化膿性無菌性関節炎・壊疽性膿皮症・アクネ症候群	PAPA症候群
2200438	[小慢] Chronic recurrent multifocal osteomyelitis	CRMO	[小慢] 慢性再発性多発性骨髄炎	CRMO
2200439	[小慢] Deficiency of the interleukin-1-receptor antagonist		[小慢] インターロイキンI受容体拮抗分子欠損症	
2200440	[小慢] Other autoinflammatory diseases		[小慢] 15から23までに掲げるもののほか、自己炎症性疾患	
2200460	[小慢] Diabetes mellitus type 1	Type 1 diabetes mellitus	[小慢] 1型糖尿病	
2200461	[小慢] Diabetes mellitus type 2	Type 2 Diabetes Mellitus	[小慢] 2型糖尿病	
2200462	[小慢] Maturity-onset diabetes of the young	MODY	[小慢] 若年発症成人型糖尿病	MODY
2200463	[小慢] Neonatal diabetes mellitus		[小慢] 新生児糖尿病	
2200464	[小慢] Insulin receptor abnormality		[小慢] インスリン受容体異常症	
2200465	[小慢] Lipoatrophic diabetes		[小慢] 脂肪萎縮性糖尿病	
2200466	[小慢] Other diabetes mellitus		[小慢] 1から6までに掲げるもののほか、糖尿病	
2200467	[小慢] Phenylketonuria	PKU|Hyperphenylalaninemia|HPA	[小慢] フェニルケトン尿症	高フェニルアラニン血症
2200468	[小慢] Tyrosinemia type 1	Tyrosinaemia type 1	[小慢] 高チロシン血症１型	
2200469	[小慢] Tyrosinemia type 2	Tyrosinaemia type 2	[小慢] 高チロシン血症２型	
2200470	[小慢] Tyrosinemia type 3	Tyrosinaemia type 3	[小慢] 高チロシン血症３型	
2200471	[小慢] Hyperprolinemia	Hyperprolinaemia	[小慢] 高プロリン血症	
2200472	[小慢] Prolidase deficiency	Hyperimidodipeptiduria	[小慢] プロリダーゼ欠損症	
2200473	[小慢] Maple syrup urine disease	MSUD	[小慢] メープルシロップ尿症	
2200474	[小慢] Homocystinuria		[小慢] ホモシスチン尿症	
2200475	[小慢] Hypermethioninemia	Hypermethioninaemia	[小慢] 高メチオニン血症	
2200476	[小慢] Nonketotic hyperglycinemia	Nonketotic hyperglycinaemia|NKH	[小慢] 非ケトーシス型高グリシン血症	
2200477	[小慢] N-acetylglutamate synthetase deficiency	NAGS deficiency	[小慢] N-アセチルグルタミン酸合成酵素欠損症	
2200478	[小慢] Carbamoylphosphate synthetase deficiency	Carbamyl phosphate synthetase deficiency	[小慢] カルバミルリン酸合成酵素欠損症	
2200479	[小慢] Ornithine transcarbamylase deficiency		[小慢] オルニチントランスカルバミラーゼ欠損症	
2200480	[小慢] Argininosuccinate synthetase deficiency	Citrullinaemia type 1|Citrullinemia Type 1|Type I citrullinaemia|CTLN1	[小慢] アルギニノコハク酸合成酵素欠損症	シトルリン血症I型|CTLN1
2200481	[小慢] Argininosuccinic aciduria		[小慢] アルギニノコハク酸尿症	
2200482	[小慢] Hyperargininemia	Hyperargininaemia	[小慢] 高アルギニン血症	
2200483	[小慢] Citrin deficiency		[小慢] シトリン欠損症	
2200484	[小慢] Hyperornithinemia	Hyperornithinaemia	[小慢] 高オルニチン血症	
2200487	[小慢] Hartnup disease		[小慢] ハートナップ病	Hartnup病
2200488	[小慢] Lysinuric protein intolerance		[小慢] リジン尿性蛋白不耐症	
2200489	[小慢] Cystinuria		[小慢] シスチン尿症	
2200490	[小慢] Other disorders of amino acid metabolism		[小慢] 1から21までに掲げるもののほか、アミノ酸代謝異常症	
2200491	[小慢] Methylmalonic acidemia	Methylmalonic acidaemia|MMA	[小慢] メチルマロン酸血症	
2200492	[小慢] Propionic acidemia	Propionic acidaemia|PA	[小慢] プロピオン酸血症	
2200493	[小慢] Beta-ketothiolase deficiency	β-ketothiolase deficiency	[小慢] β-ケトチオラーゼ欠損症	
2200494	[小慢] Isovaleric acidemia	Isovaleric acidaemia	[小慢] イソ吉草酸血症	
2200495	[小慢] 3-methylcrotonyl-CoA carboxylase deficiency		[小慢] 3-メチルクロトニルCoAカルボキシラーゼ欠損症	メチルクロトニルグリシン尿症
2200496	[小慢] Methylglutaconic aciduria		[小慢] メチルグルタコン酸尿症	
2200497	[小慢] 3-hydroxy-3-methylglutaric acidemia	3-hydroxy-3-methylglutaric acidaemia|HMG-CoA lyase deficiency	[小慢] 3-ヒドロキシ-3-メチルグルタル酸血症	ＨＭＧ血症
2200498	[小慢] 3-hydroxy-3-methylglutaryl-CoA synthase deficiency	HMG-CoA synthase deficiency	[小慢] 3-ヒドロキシ-3-メチルグルタリルCoA合成酵素欠損症	
2200499	[小慢] Succinyl-CoA:3-ketoacid CoA transferase deficiency	SCOT deficiency	[小慢] スクシニル-CoA：3-ケト酸CoAトランスフェラーゼ欠損症	SCOT欠損症
2200500	[小慢] Multiple carboxylase deficiency		[小慢] 複合カルボキシラーゼ欠損症	
2200501	[小慢] Glutaric acidemia type 1	Glutaric acidaemia type 1|Glutaryl-CoA dehydrogenase deficiency|GA1	[小慢] グルタル酸血症1型	
2200502	[小慢] Glutaric acidemia type 2	Glutaric acidaemia type 2|Multiple acyl-CoA dehydrogenase deficiency|GA2|multiple acyl-CoA dehydrogenase deficiency	[小慢] グルタル酸血症２型	
2200503	[小慢] Primary hyperoxaluria		[小慢] 原発性高シュウ酸尿症	
2200504	[小慢] Alkaptonuria		[小慢] アルカプトン尿症	
2200505	[小慢] Glycerol kinase deficiency	GKD	[小慢] グリセロール尿症	
2200506	[小慢] Inborn errors of bile acid metabolism		[小慢] 先天性胆汁酸代謝異常症	
2200507	[小慢] Other disorders of organic acid metabolism		[小慢] 23から38までに掲げるもののほか、有機酸代謝異常症	
2200508	[小慢] Organic cation transporter 2 deficiency	OCTN2 deficiency|Carnitine uptake defect	[小慢] 全身性カルニチン欠損症	
2200509	[小慢] Carnitine palmitoyltransferase I deficiency		[小慢] カルニチンパルミトイルトランスフェラーゼⅠ欠損症	CPT1欠損症
2200510	[小慢] Carnitine palmitoyltransferase II deficiency	CPT II deficiency	[小慢] カルニチンパルミトイルトランスフェラーゼII欠損症	CPT2欠損症
2200511	[小慢] Carnitine-acylcarnitine translocase deficiency	CACT deficiency	[小慢] カルニチン/アシルカルニチントランスロカーゼ欠損症	CACT欠損症
2200512	[小慢] Very-long-chain acyl-CoA dehydrogenase deficiency	VLCADD|VLCAD deficiency	[小慢] 極長鎖アシルCoA脱水素酵素欠損症	
2200513	[小慢] Medium-chain acyl-CoA dehydrogenase deficiency	MCAD deficiency	[小慢] 中鎖アシルCoA脱水素酵素欠損症	
2200514	[小慢] Short-chain acyl-CoA dehydrogenase deficiency	SCAD deficiency	[小慢] 短鎖アシルCoA脱水素酵素欠損症	
2200515	[小慢] Trifunctional protein deficiency	mitochondrial trifunctional protein deficiency|TFP deficiency	[小慢] 三頭酵素欠損症	
2200516	[小慢] 3-hydroxy acyl-CoA dehydrogenase deficiency	HADH deficiency	[小慢] 3-ヒドロキシアシルCoA脱水素酵素欠損症	
2200517	[小慢] Other disorders of fatty-acid metabolism		[小慢] 40から48までに掲げるもののほか、脂肪酸代謝異常症	
2200518	[小慢] Pyruvate dehydrogenase complex deficiency		[小慢] ピルビン酸脱水素酵素複合体欠損症	
2200519	[小慢] Pyruvate carboxylase deficiency		[小慢] ピルビン酸カルボキシラーゼ欠損症	
2200520	[小慢] Fumarase deficiency		[小慢] フマラーゼ欠損症	
2200521	[小慢] Succinyl-CoA ligase deficiency		[小慢] スクシニル-CoAリガーゼ欠損症	
2200522	[小慢] Mitochondrial respiratory chain disorders		[小慢] ミトコンドリア呼吸鎖複合体欠損症	
2200523	[小慢] Mitochondrial DNA depletion syndrome		[小慢] ミトコンドリアDNA枯渇症候群	
2200524	[小慢] Diseases due to mitochondrial DNA mutation		[小慢] ミトコンドリアDNA突然変異	
2200528	[小慢] Diseases due to mitochondrial DNA deletion		[小慢] ミトコンドリアDNA欠失	
2200530	[小慢] Other mitochondrial diseases		[小慢] 50から57までに掲げるもののほか、ミトコンドリア病	
2200531	[小慢] Hereditary fructose intolerance	HFI	[小慢] 遺伝性フルクトース不耐症	
2200532	[小慢] Galactose-1-phosphate uridyltransferase deficiency	Galactose-1-phosphate uridylyltransferase deficiency|Galactosemia type 1|GALT deficiency	[小慢] ガラクトース-1-リン酸ウリジルトランスフェラーゼ欠損症	
2200533	[小慢] Galactokinase deficiency		[小慢] ガラクトキナーゼ欠損症	
2200534	[小慢] UDP-galactose-4-epimerase deficiency		[小慢] ウリジル二リン酸ガラクトース-4-エピメラーゼ欠損症	
2200535	"[小慢] Fructose-1,6-bisphosphatase deficiency"		"[小慢] フルクトース-1,6-ビスホスファターゼ欠損症"	
2200536	[小慢] Phosphoenolpyruvate carboxykinase deficiency		[小慢] ホスホエノールピルビン酸カルボキシキナーゼ欠損症	
2200537	[小慢] Glycogen synthase deficiency	Glycogen storage disease type 0|GSD0	[小慢] グリコーゲン合成酵素欠損症	糖原病0型
2200538	[小慢] Glycogen storage disease type I		[小慢] 糖原病I型	
2200539	[小慢] Glycogen storage disease type III	Cori disease	[小慢] 糖原病III型	Cori病|コーリー病
2200540	[小慢] Glycogen storage disease type IV	Andersen disease	[小慢] 糖原病IV型	
2200541	[小慢] Glycogen storage disease type V	McArdle disease	[小慢] 糖原病V型	McArdle病|マッカードル病
2200542	[小慢] Glycogen storage disease type VI		[小慢] 糖原病VI型	ハース病
2200543	[小慢] Glycogen storage disease type VII	Tarui disease	[小慢] 糖原病VII型	
2200544	[小慢] Glycogen storage disease type IX		[小慢] 糖原病IX型	
2200545	[小慢] Glucose transporter 1 deficiency	GLUT-1 deficiency|GLUT-1 DS	[小慢] グルコーストランスポーター1欠損症	GLUT1欠損症
2200546	[小慢] Other disorders of carbohydrate metabolism		[小慢] 59から73までに掲げるもののほか、糖質代謝異常症	
2200547	[小慢] Mucopolysaccharidosis type I	MPS I	[小慢] ムコ多糖症I型	Hurler-Scheie症候群
2200548	[小慢] Mucopolysaccharidosis type II	MPS II|Hunter syndrome	[小慢] ムコ多糖症II型	Hunter症候群
2200549	[小慢] Mucopolysaccharidosis type III	MPS III|Sanfilippo syndrome	[小慢] ムコ多糖症III型	Sanfilippo症候群
2200550	[小慢] Mucopolysaccharidosis type IV	MPS IV|Morquio disease	[小慢] ムコ多糖症IV型	Morquio症候群
2200551	[小慢] Mucopolysaccharidosis type VI	MPS VI|Maroteaux-Lamy syndrome|Maroteaux-Lamy disease	[小慢] ムコ多糖症VI型	Maroteaux-Lamy症候群|マロトー・ラミー症候群|マロトー・ラミー病
2200552	[小慢] Mucopolysaccharidosis type VII	MPS VII|Sly disease	[小慢] ムコ多糖症VII型	Sly病
2200553	[小慢] Fucosidosis		[小慢] フコシドーシス	
2200554	[小慢] Mannosidosis		[小慢] マンノシドーシス	
2200555	[小慢] Aspartylglucosaminuria		[小慢] アスパルチルグルコサミン尿症	
2200556	[小慢] Sialidosis		[小慢] シアリドーシス	
2200557	[小慢] Galactosialidosis		[小慢] ガラクトシアリドーシス	
2200558	[小慢] GM1 Gangliosidosis	Beta-galactosidase-1 deficiency	[小慢] GM1ガングリオシドーシス	
2200559	[小慢] GM2 gangliosidosis		[小慢] GM2ガングリオシドーシス	
2200560	[小慢] Metachromatic leukodystrophy	MLD	[小慢] 異染性白質ジストロフィー	
2200561	[小慢] Niemann-Pick disease	NPD	[小慢] ニーマン・ピック病	Niemann-Pick病
2200562	[小慢] Gaucher disease		[小慢] ゴーシェ病	Gaucher病
2200563	[小慢] Fabry disease		[小慢] ファブリー病	Fabry病
2200564	[小慢] Krabbe disease		[小慢] クラッベ病	Krabbe病
2200565	[小慢] Farber disease	Farber's lipogranulomatosis|FD	[小慢] ファーバー病	Farber病
2200566	[小慢] Multiple sulfatase deficiency		[小慢] マルチプルスルファターゼ欠損症	マルチプルサルファターゼ欠損症|多発性スルファターゼ欠損症
2200567	[小慢] Mucolipidosis II	ML II|I-cell disease	[小慢] ムコリピドーシスII型	I-cell病
2200568	[小慢] Mucolipidosis III	ML III	[小慢] ムコリピドーシスIII型	
2200569	[小慢] Pompe disease	glycogen storage disease type II	[小慢] ポンペ病	Pompe病
2200570	[小慢] Acid lipase deficiency	Wolman disease and cholesterol ester storage disease	[小慢] 酸性リパーゼ欠損症	
2200571	[小慢] Cystinosis		[小慢] シスチン症	
2200572	[小慢] Free Sialic Acid Storage Disease		[小慢] 遊離シアル酸蓄積症	
2200573	[小慢] Neuronal ceroid lipofuscinoses	NCL	[小慢] 神経セロイドリポフスチン症	セロイドリポフスチノーシス
2200574	[小慢] Other lysosomal diseases		[小慢] 75から101までに掲げるもののほか、ライソゾーム病	
2200575	[小慢] Peroxisome biogenesis disorders	PBD	[小慢] ペルオキシソーム形成異常症	PEX遺伝子異常症
2200576	[小慢] Adrenoleukodystrophy		[小慢] 副腎白質ジストロフィー	
2200577	[小慢] Refsum disease		[小慢] レフサム病	Refsum病
2200578	[小慢] Other peroxisomal diseases		[小慢] 103から105までに掲げるもののほか、ペルオキシソーム病	
2200579	[小慢] Wilson disease		[小慢] ウィルソン病	Wilson病
2200580	[小慢] Menkes disease		[小慢] メンケス病	Menkes病
2200581	[小慢] Occipital horn syndrome		[小慢] オクシピタル・ホーン症候群	
2200582	[小慢] Aceruloplasminemia	Aceruloplasminaemia	[小慢] 無セルロプラスミン血症	
2200583	[小慢] Sulfite oxidase deficiency		[小慢] 亜硫酸酸化酵素欠損症	
2200584	[小慢] Acrodermatitis enteropathica		[小慢] 先天性腸性肢端皮膚炎	
2200585	[小慢] Other disorders of metal metabolism		[小慢] 107から112までに掲げるもののほか、金属代謝異常症	
2200586	[小慢] Lesch-Nyhan syndrome	Hypoxanthine-guanine phosphoribosyltransferase deficiency|HPRT deficiency	[小慢] ヒポキサンチングアニンホスホリボシルトランスフェラーゼ欠損症	レッシュ・ナイハン症候群|Lesch-Nyhan症候群
2200587	[小慢] Adenine phosphoribosyltransferase deficiency		[小慢] アデニンホスホリボシルトランスフェラーゼ欠損症	
2200588	[小慢] Xanthinuria		[小慢] キサンチン尿症	
2200589	[小慢] Genetic defects in urate transporters		[小慢] 尿酸トランスポーター異常症	
2200590	[小慢] Orotic aciduria		[小慢] オロト酸尿症	オロチン酸尿症
2200591	[小慢] Other disorders of purine and pyrimidine metabolism		[小慢] 114から118までに掲げるもののほか、プリンピリミジン代謝異常症	
2200592	[小慢] Hereditary folate malabsorption	Congenital folate malabsorption	[小慢] 先天性葉酸吸収不全症	
2200593	[小慢] Other disorders of vitamin metabolism		[小慢] 120に掲げるもののほか、ビタミン代謝異常症	
2200594	[小慢] Tetrahydrobiopterin deficiency	BH4 deficiency	[小慢] ビオプテリン代謝異常症	BH4欠損症
2200595	[小慢] Tyrosine hydroxylase deficiency		[小慢] チロシン水酸化酵素欠損症	
2200596	[小慢] Aromatic L-amino acid decarboxylase deficiency		[小慢] 芳香族L-アミノ酸脱炭酸酵素欠損症	
2200597	[小慢] Dopamine beta hydroxylase deficiency	dopamine-β-hydroxylase deficiency	[小慢] ドーパミンβ-水酸化酵素欠損症	
2200598	[小慢] Gamma-amino butyrate aminotransferase deficiency		[小慢] GABAアミノ基転移酵素欠損症	
2200599	[小慢] Succinic semialdehyde dehydrogenase deficiency	SSADH deficiency|SSADHD	[小慢] コハク酸セミアルデヒド脱水素酵素欠損症	SSADH欠損症
2200600	[小慢] Other disorder of neurotransmitter metabolism and transport		[小慢] 122から127までに掲げるもののほか、神経伝達物質異常症	
2200601	[小慢] Primary hyperchylomicronemia	Primary hyperchylomicronaemia	[小慢] 原発性高カイロミクロン血症	
2200602	[小慢] Familial hypercholesterolemia	Familial hypercholesterolaemia|FH	[小慢] 家族性高コレステロール血症	
2200603	[小慢] Familial combined hyperlipidemia	Familial combined hyperlipidaemia|FCHL	[小慢] 家族性複合型高脂血症	
2200604	[小慢] Abetalipoproteinemia	Abetalipoproteinaemia	[小慢] 無βリポタンパク血症	
2200605	[小慢] HDL deficiency	high density lipoprotein deficiency	[小慢] 高比重リポタンパク欠乏症	HDL欠乏症
2200606	[小慢] Other disorder of lipid metabolism		[小慢] 129から133までに掲げるもののほか、脂質代謝異常症	
2200607	[小慢] Ehlers-Danlos syndrome	EDS	[小慢] エーラス・ダンロス症候群	Ehlers-Danlos症候群
2200608	[小慢] Lipoid proteinosis		[小慢] リポイドタンパク症	
2200609	[小慢] Other connective tissue disorder		[小慢] 135及び136に掲げるもののほか、結合組織異常症	
2200610	[小慢] Congenital porphyria		[小慢] 先天性ポルフィリン症	
2200611	[小慢] Alpha-1-antitrypsin deficiency	AATD|α-1-antitrypsin deficiency	[小慢] α1-アンチトリプシン欠損症	
2200612	[小慢] Megaloblastic anemia	Megaloblastic anaemia	[小慢] 巨赤芽球性貧血	
2200613	[小慢] Acquired pure red cell aplasia		[小慢] 後天性赤芽球癆	
2200614	[小慢] Congenital red cell aplasia	Diamond-Blackfan anaemia	[小慢] 先天性赤芽球癆	ダイアモンド・ブラックファン貧血|Diamond-Blackfan貧血
2200615	[小慢] Congenital dyserythropoietic anemia	Congenital dyserythropoietic anaemia|CDA	[小慢] 先天性赤血球形成異常性貧血	
2200616	[小慢] Sideroblastic anemia	Sideroblastic anaemia	[小慢] 鉄芽球性貧血	
2200617	[小慢] Congenital atransferrinemia	Congenital atransferrinaemia	[小慢] 無トランスフェリン血症	
2200618	[小慢] Cold agglutinin disease	CAD	[小慢] 寒冷凝集素症	
2200619	[小慢] Paroxysmal cold hemoglobinuria	PCH|Paroxysmal cold haemoglobinuria	[小慢] 発作性寒冷ヘモグロビン尿症	
2200620	[小慢] Other autoimmune hemolytic anemia	Other autoimmune haemolytic anaemia	[小慢] 7及び8に掲げるもののほか、自己免疫性溶血性貧血	
2200621	[小慢] Paroxysmal nocturnal hemoglobinuria	PNH|Paroxysmal nocturnal haemoglobinuria	[小慢] 発作性夜間ヘモグロビン尿症	
2200622	[小慢] Hereditary spherocytosis	HS	[小慢] 遺伝性球状赤血球症	
2200623	[小慢] Hereditary stomatocytosis		[小慢] 口唇赤血球症	
2200624	[小慢] Sickle cell disease	SCD	[小慢] 鎌状赤血球症	
2200625	[小慢] Unstable hemoglobin disease	Unstable haemoglobin disease	[小慢] 不安定ヘモグロビン症	
2200626	[小慢] Thalassemia	Thalassaemia	[小慢] サラセミア	
2200627	[小慢] Glucose-6-phosphate dehydrogenase deficiency		[小慢] グルコース-6-リン酸脱水素酵素欠乏症	
2200628	[小慢] Hemolytic anemia due to red cell pyruvate kinase deficiency	Hemolytic anaemia due to red cell pyruvate kinase deficiency	[小慢] ピルビン酸キナーゼ欠乏性貧血	
2200629	[小慢] Other hereditary hemolytic anemia	Other hereditary haemolytic anaemia	[小慢] 11から17までに掲げるもののほか、遺伝性溶血性貧血	
2200636	[小慢] Hemolytic anemia	Haemolytic anaemia	[小慢] 溶血性貧血（脾機能亢進症によるものに限る。）	
2200638	[小慢] Microangiopathic hemolytic anemia	Microangiopathic haemolytic anaemia|MAHA	[小慢] 微小血管障害性溶血性貧血	
2200643	[小慢] Polycythemia vera	Polycythaemia vera|PV	[小慢] 真性多血症	
2200644	[小慢] Familial polycythemia	Familial polycythaemia	[小慢] 家族性赤血球増加症	
2200645	[小慢] Immune thrombocytopenic purpura		[小慢] 免疫性血小板減少性紫斑病	
2200646	[小慢] Other thrombocytopenic purpura		[小慢] 23に掲げるもののほか、血小板減少性紫斑病	
2200649	[小慢] Thrombotic thrombocytopenic purpura		[小慢] 血栓性血小板減少性紫斑病	
2200650	[小慢] Thrombocytopenia due to hypersplenism		[小慢] 血小板減少症（脾機能亢進症によるものに限る。）	
2200651	[小慢] Congenital amegakaryocytic thrombocytopenia	CAMT|Congenital amegakaryocytic thrombocytopaenia	[小慢] 先天性無巨核球性血小板減少症	
2200652	[小慢] Fanconi anemia	Fanconi anaemia	[小慢] ファンコニ貧血	Fanconi貧血
2200653	[小慢] Cyclic thrombocytopenia		[小慢] 周期性血小板減少症	
2200654	[小慢] May-Hegglin anomaly		[小慢] メイ・ヘグリン異常症	May-Hegglin異常症
2200655	[小慢] Essential thrombocythemia	Essential thrombocythaemia|ET	[小慢] 本態性血小板血症	
2200656	[小慢] Bernard-Soulier syndrome		[小慢] ベルナール・スーリエ症候群	Bernard-Soulier症候群
2200657	[小慢] Thrombasthenia		[小慢] 血小板無力症	
2200658	[小慢] Platelet secretion defects		[小慢] 血小板放出機構異常症	
2200659	[小慢] Other platelet dysfunction		[小慢] 32から34までに掲げるもののほか、血小板機能異常症	
2200672	[小慢] Afibrinogenemia	Afibrinogenaemia|Congenital afibrinogenaemia|Congenital afibrinogenemia	[小慢] 先天性フィブリノーゲン欠乏症	先天性フィブリノゲン欠損症
2200673	[小慢] Hypoprothrombinemia	Hypoprothrombinaemia|Congenital hypoprothrombinaemia|Congenital hypoprothrombinemia	[小慢] 先天性プロトロンビン欠乏症	
2200674	[小慢] Factor V deficiency		[小慢] 第V因子欠乏症	
2200675	[小慢] Factor VII deficiency		[小慢] 第VII因子欠乏症	
2200676	[小慢] Hemophilia A	Haemophilia A|Factor VIII deficiency	[小慢] 血友病Ａ	第VIII因子欠乏症
2200677	[小慢] Hemophilia B	Haemophilia B|Factor IX deficiency	[小慢] 血友病Ｂ	第IX因子欠乏症
2200678	[小慢] Factor X deficiency		[小慢] 第Ⅹ因子欠乏症	
2200679	[小慢] Factor XI deficiency		[小慢] 第XI因子欠乏症	
2200680	[小慢] Factor XII deficiency		[小慢] 第XII因子欠乏症	
2200681	[小慢] Factor XIII deficiency		[小慢] 第XIII因子欠乏症	
2200682	[小慢] Von Willebrand disease	VWD	[小慢] フォンウィルブランド病	von Willebrand病
2200683	[小慢] Other inherited bleeding disorder		[小慢] 36から46までに掲げるもののほか、先天性血液凝固因子異常	
2200689	[小慢] Protein C deficiency	Heritable thrombophilia|Congenital protein C deficiency	[小慢] 先天性プロテインC欠乏症	
2200690	[小慢] Protein S deficiency	Heritable thrombophilia	[小慢] 先天性プロテインS欠乏症	
2200691	[小慢] Antithrombin deficiency	Heritable thrombophilia	[小慢] 先天性アンチトロンビン欠乏症	
2200692	[小慢] Myelofibrosis	MF	[小慢] 骨髄線維症	
2200693	[小慢] Aplastic anemia	Aplastic anaemia	[小慢] 再生不良性貧血	
2200694	[小慢] X-linked severe combined immunodeficiency	X-SCID	[小慢] X連鎖重症複合免疫不全症	
