id	label_en	synonym_en	label_ja	synonym_ja	OMIM	Orphanet
MONDO:0013751	"cutis laxa, autosomal dominant 2"	"ADCL2|FBLN5 autosomal dominant cutis laxa|autosomal dominant cutis laxa caused by mutation in FBLN5|cutis laxa, autosomal dominant 2|cutis laxa, autosomal dominant type 2|autosomal dominant cutis laxa 2"	"皮膚弛緩症, 常染色体顕性2"	"皮膚弛緩症, 常染色体優性2"	OMIM:614434	
MONDO:0013752	hypoplastic left heart syndrome 2	HLHS2|hypoplastic left heart syndrome caused by mutation in NKX2-5|hypoplastic left heart syndrome type 2|hypoplastic left heart syndrome 2|NKX2-5 hypoplastic left heart syndrome	左心低形成症候群2		OMIM:614435	
MONDO:0013753	Charcot-Marie-Tooth disease axonal type 2P	"Charcot-Marie-Tooth disease type 2G|CMT2G|Charcot-Marie-Tooth disease, type 4A, axonal form|Charcot-Marie-Tooth neuropathy, type 2G|Charcot Marie Tooth disease type 2G|Charcot-Marie-Tooth disease, axonal, with vocal cord paresis, autosomal recessive|CMT 2G|Charcot-Marie-Tooth disease, axonal, type 2G, formerly|Charcot-Marie-Tooth disease, axonal, type 2G|Charcot-Marie-Tooth neuropathy type 2P|CMT2P|Charcot-Marie-Tooth disease caused by mutation in LRSAM1|autosomal dominant Charcot-Marie-Tooth disease type 2G|Charcot-Marie-Tooth disease, axonal, type 2P|Charcot-Marie-Tooth neuropathy, type 2P|Charcot-Marie-Toothe disease, axonal, type 2P|Charcot-Marie-Tooth disease type 2P|LRSAM1 Charcot-Marie-Tooth disease"	"シャルコー・マリー・トゥース病, 軸索型2P"	"Charcot-Marie-Tooth病, 軸索型2P"	OMIM:608591|OMIM:614436	Orphanet:99941|Orphanet:300319
MONDO:0013754	"cutis laxa, autosomal recessive, type 1B"	"cutis laxa, autosomal recessive, type IB|autosomal recessive cutis laxa type IB|ARCL1B"	"皮膚弛緩症, 常染色体潜性,1B型"	"皮膚弛緩症, 常染色体劣性, 1B型"	OMIM:614437	
MONDO:0013755	PYCR1-related de Barsy syndrome	"cutis laxa, autosomal recessive, type 3B|cutis laxa, autosomal recessive, type IIIB|autosomal recessive cutis laxa type IIIB|PYCR1 de Barsy syndrome|pyrroline-5-carboxylate reductase 1 deficiency|de Barsy syndrome caused by mutation in PYCR1|PYCR1 deficiency|De Barsy syndrome B|ARCL3B"	"弛緩性皮膚, 常染色体優性 IIIB 型"		OMIM:614438	Orphanet:293633
MONDO:0013756	"hypertrophic osteoarthropathy, primary, autosomal recessive, 2"	"PDP, autosomal recessive|PHOAR2|pachydermoperiostosis, autosomal recessive|primary hypertrophic osteoarthropathy caused by mutation in SLCO2A1|SLCO2A1 primary hypertrophic osteoarthropathy|hypertrophic osteoarthropathy, primary, autosomal recessive 2|hypertrophic osteoarthropathy, primary, autosomal recessive, type 2|hypertrophic osteoarthropathy, primary, autosomal recessive, 2"	"肥大性骨関節症, 原発性, 常染色体劣性, 2"		OMIM:614441	
MONDO:0013757	congenital nongoitrous hypothryoidism 6	"hypothyroidism, congenital, nongoitrous, 6|congenital nongoitrous hypothyroidism 6|hypothyroidism, congenital, nongoitrous caused by mutation in THRA|CHNG6|hypothyroidism, congenital, nongoitrous, type 6|THRA hypothyroidism, congenital, nongoitrous"	"甲状腺機能低下症, 先天性, 非甲状腺腫性, 6"		OMIM:614450	
MONDO:0013758	Charcot-Marie-Tooth disease dominant intermediate E	"Charcot-Marie-Tooth disease - nephropathy|Charcot-Marie-Tooth disease, dominant intermediate E|Charcot-Marie-Tooth disease, dominant Intermediate type E|CMTDIE|Charcot-Marie-Tooth disease dominant intermediate type E|autosomal dominant intermediate Charcot-Marie-Tooth disease type E|Charcot-Marie-Tooth neuropathy with focal segmental glomerulonephritis|Charcot-Marie-Tooth disease-nephropathy syndrome|Charcot-Marie-Tooth disease dominant intermediate E"	"シャルコー・マリー・トゥース病, 顕性, 中間型E"	"シャルコー・マリー・トゥース病, 優性, 中間型E|Charcot-Marie-Tooth病, 顕性, 中間型E"	OMIM:614455	Orphanet:93114
MONDO:0013759	"melanoma, cutaneous malignant, susceptibility to, 8"		"黒色腫, 皮膚悪性, 感受性, 8"		OMIM:614456	Orphanet:293822
MONDO:0013760	congenital ichthyosis-intellectual disability-spastic quadriplegia syndrome	"ichthyosis, spastic quadriplegia, and intellectual disability|ISQMR|ichthyosis, spastic quadriplegia, and mental retardation|congenital ichthyosis-intellectual disability-spastic tetraplegia syndrome"	先天性魚鱗癬-知的障害-痙性四肢麻痺症候群		OMIM:614457	Orphanet:352333
MONDO:0013761	childhood encephalopathy due to thiamine pyrophosphokinase deficiency		チアミン代謝機能障害症候群5 (エピソード性脳症型)		OMIM:614458	Orphanet:293955
MONDO:0013762	lipoic acid synthetase deficiency	"PDHLD|pyruvate dehydrogenase lipoic acid synthetase deficiency|HGCLAS|hyperglycinemia, lactic acidosis, and seizures"	リポ酸シンターゼ欠損症	リポ酸合成酵素欠損症	OMIM:614462	Orphanet:401859
MONDO:0013763	Joubert syndrome 15	"Joubert syndrome 12/15, digenic|Joubert syndrome 9/15, digenic|Joubert syndrome caused by mutation in CEP41|Joubert syndrome type 15|Joubert syndrome 15|CEP41 Joubert syndrome|JBTS15"	ジュベール症候群15	Joubert症候群15	OMIM:614464	
MONDO:0013764	Joubert syndrome 16	Joubert syndrome 16|Joubert syndrome caused by mutation in TMEM138|JBTS16|Joubert syndrome type 16|TMEM138 Joubert syndrome	ジュベール症候群16	Joubert症候群16	OMIM:614465	
MONDO:0013765	"coronary heart disease, susceptibility to, 6"	"CHDS6|susceptibility to coronary heart disease 6|coronary heart disease, susceptibility to, type 6|coronary heart disease, susceptibility to, 6|coronary artery disease caused by mutation in MMP3|MMP3 coronary artery disease"	冠動脈性心疾患への罹患しやすさ6		OMIM:614466	
MONDO:0013766	familial cold autoinflammatory syndrome 3	"PLCG2-associated antibody deficiency and immune dysregulation|antibody deficiency and immune dysregulation, PLCG2-associated|FCAS3|familial cold autoinflammatory syndrome type 3|familial cold urticaria with common variable immunodeficiency|familial atypical cold urticaria|plaid|FACU|PLCG2 familial cold autoinflammatory syndrome|familial cold autoinflammatory syndrome 3|familial cold autoinflammatory syndrome caused by mutation in PLCG2"	フォスフォリパーゼCγ2関連抗体欠損免疫異常症		OMIM:614468	Orphanet:300359
MONDO:0013767	autoimmune lymphoproliferative syndrome type 4	"autoimmune lymphoproliferative syndrome, type 4|RAS-associated autoimmune leukoproliferative disease|ALPS type IV|ALPS4|autoimmune lymphoproliferative syndrome type IV|RAS-associated autoimmune leukoproliferative disorder|NRAS autoimmune lymphoproliferative syndrome|RALD|ALPS type 4|autoimmune lymphoproliferative syndrome type 4|RAS-associated autoimmune lymphoproliferative syndrome type IV, somatic|autoimmune lymphoproliferative syndrome caused by mutation in NRAS"	RAS-連関自己免疫性白血球増殖性疾患		OMIM:614470	Orphanet:268114
MONDO:0013768	"arterial calcification, generalized, of infancy, 2"	"GACI2|arterial calcification of infancy caused by mutation in ABCC6|arterial calcification, generalized, of infancy, 2|ABCC6 arterial calcification of infancy|arterial calcification, generalized, of infancy, type 2"	"動脈石灰化, 全身性, 乳児期, 2"		OMIM:614473	
MONDO:0013769	atrioventricular septal defect 5	AVSD5|atrioventricular septal defect caused by mutation in GATA6|atrioventricular septal defect type 5|atrioventricular septal defect 5|GATA6 atrioventricular septal defect	房室中隔欠損症 5		OMIM:614474	
MONDO:0013770	atrial septal defect 9	atrial heart septal defect type 9|GATA6 atrial heart septal defect|ASD9|atrial septal defect 9|atrial heart septal defect caused by mutation in GATA6|atrial septal defect type 9	心房中隔欠損9		OMIM:614475	
MONDO:0013771	transient infantile hypertriglyceridemia and hepatosteatosis	"hypertriglyceridemia, transient infantile|HTGTI|transient infantile hypertriglyceridemia and fatty liver|transient infantile hypertriglyceridemia and hepatosteatosis"	一過性乳児高トリグリセリド血症および脂肪肝	一過性乳児高トリグリセリド血症および肝脂肪症	OMIM:614480	Orphanet:300293
MONDO:0013772	Huppke-Brendel syndrome	"CCHLND|congenital cataract-deafness-severe developmental delay syndrome|Huppke-Brendel syndrome|congenital cataracts, hearing loss, and neurodegeneration|lethal neurodegenerative disorder due to copper transport defect|acetyl CoA transporter deficiency"	Huppke-Brendel症候群		OMIM:614482	Orphanet:300313
MONDO:0013773	porencephaly 2	POREN2|porencephaly caused by mutation in COL4A2|brain small vessel disease 2|porencephaly 2|porencephaly type 2|COL4A2 porencephaly	孔脳症2		OMIM:614483	
MONDO:0013774	trigonocephaly 2	"craniosynostosis, metopic|TRIGNO2|isolated trigonocephaly caused by mutation in FREM1|trigonocephaly 2|trigonocephaly type 2|FREM1 isolated trigonocephaly"	三角頭蓋2		OMIM:614485	
MONDO:0013775	thrombomodulin-related bleeding disorder		"血栓嗜好症, thrombomodulin 障害による"		OMIM:614486	Orphanet:436169
MONDO:0013776	spastic ataxia 5	"early-onset spastic ataxia-myoclonic epilepsy-neuropathy syndrome|spastic ataxia 5, autosomal recessive|AFG3L2-related spastic ataxia-myoclonic epilepsy-neuropathy syndrome|AFG3L2 autosomal recessive spastic ataxia|spastic ataxia type 5|SPAX5|AFG3L2-related spastic ataxia-neuropathy syndrome|autosomal recessive spastic ataxia type 5|autosomal recessive spastic ataxia caused by mutation in AFG3L2"	痙性失調症5	痙性運動失調症5|常染色潜性痙性失調症5型	OMIM:614487	Orphanet:313772
MONDO:0013777	pseudohypoaldosteronism type 2B	"pseudohypoaldosteronism, type IIB|pseudohypoaldosteronism, type 2B|PHA2B|WNK4 pseudohypoaldosteronism type 2|pseudohypoaldosteronism type 2 caused by mutation in WNK4"	偽性低アルドステロン症2B型		OMIM:614491	Orphanet:88939
MONDO:0013778	pseudohypoaldosteronism type 2C	"pseudohypoaldosteronism, type IIC|pseudohypoaldosteronism, type 2C|PHA2C|pseudohypoaldosteronism type 2 caused by mutation in WNK1|WNK1 pseudohypoaldosteronism type 2"	偽性低アルドステロン症2C型		OMIM:614492	Orphanet:88940
MONDO:0013779	Wiskott-Aldrich syndrome 2		Wiskott-Aldrich 症候群 2		OMIM:277970|OMIM:614493	
MONDO:0013780	retinitis pigmentosa 63	RP63|retinitis pigmentosa 63|retinitis pigmentosa type 63	網膜色素変性症63		OMIM:614494	
MONDO:0013781	pseudohypoaldosteronism type 2D	"familial hyperkalemic hypertension|pseudohypoaldosteronism, type 2D|pseudohypoaldosteronism, type IID|pseudohypoaldosteronism type 2 caused by mutation in KLHL3|PHA2D|KLHL3 pseudohypoaldosteronism type 2"	偽性低アルドステロン症2D型		OMIM:614495	Orphanet:300525
MONDO:0013782	pseudohypoaldosteronism type 2E	"pseudohypoaldosteronism, type IIE|pseudohypoaldosteronism, type 2E|PHA2E|pseudohypoaldosteronism type 2 caused by mutation in CUL3|pseudohypoaldosteronism type 2 caused by mutation in Cul3|Cul3 pseudohypoaldosteronism type 2|CUL3 pseudohypoaldosteronism type 2"	偽性低アルドステロン症2E型		OMIM:614496	Orphanet:300530
MONDO:0013783	"microphthalmia, isolated, with coloboma 7"	"MCOPCB7|microphthalmia, isolated, with coloboma caused by mutation in ABCB6|ABCB6 microphthalmia, isolated, with coloboma|microphthalmia, isolated, with coloboma 7|microphthalmia, isolated, with coloboma type 7"	"小眼球症, 孤立性, コロボーマを伴う7"	MCOPCB7	OMIM:614497	
MONDO:0013784	neonatal-onset encephalopathy with rigidity and seizures	"RMFSL|rigidity and multifocal seizure syndrome, lethal neonatal|lethal neonatal rigidity-multifocal seizure syndrome|lethal neonatal spasticity-epileptic encephalopathy syndrome|neonatal-onset encephalopathy with rigidity and seizures"	硬直と発作を伴う新生児発症脳症		OMIM:614498	Orphanet:435845
MONDO:0013785	"intellectual disability, autosomal recessive 34"	"mental retardation, autosomal recessive 34, with variant lissencephaly|MRT34|intellectual disability, autosomal recessive 34, with variant lissencephaly|mental retardation, autosomal recessive 34|intellectual disability, autosomal recessive type 34|intellectual developmental disorder, autosomal recessive 34, with variant lissencephaly|CRADD autosomal recessive non-syndromic intellectual disability|intellectual disability, autosomal recessive 34|mental retardation, autosomal recessive type 34|autosomal recessive non-syndromic intellectual disability caused by mutation in CRADD"	"知的障害, 常染色体潜性34"	"知的障害, 常染色体劣性34"	OMIM:614499	
MONDO:0013786	cone-rod dystrophy 16	retinitis pigmentosa 64|retinal dystrophy with early macular involvement|cone-rod dystrophy type 16|cone-rod dystrophy caused by mutation in C8orf37|C8orf37 cone-rod dystrophy|cone-rod dystrophy 16|CORD16	錐体杆体ジストロフィー16	CORD16	OMIM:614500	
MONDO:0013787	"psychomotor retardation, epilepsy, and craniofacial dysmorphism"	"PMRED|neurodevelopmental disorder with hypotonia, craniofacial abnormalities, and seizures|psychomotor retardation, epilepsy, and craniofacial dysmorphism"	精神運動発達遅滞-てんかん-頭蓋顔面形態異常		OMIM:614501	
MONDO:0013788	Usher syndrome type 3B		アッシャー症候群3B型		OMIM:614504	
MONDO:0013789	DDOST-congenital disorder of glycosylation	"DDOST-CDG (CDG-Ir)|carbohydrate deficient glycoprotein syndrome type|congenital disorder of glycosylation, type Ir|CDG1R|congenital disorder of glycosylation type 1r|congenital disorder of glycosylation type Ir|DDOST-congenital disorder of glycosylation|CDG syndrome type Ir|carbohydrate deficient glycoprotein syndrome type Ir|CDG-Ir|DDOST-CDG"	DDOST-先天性グリコシル化障害 	DDOST-CDG	OMIM:614507	Orphanet:300536
MONDO:0013790	mirror movements 2	MRMV2|mirror movements 2|familial congenital mirror movements caused by mutation in RAD51|mirror movements type 2|RAD51 familial congenital mirror movements	鏡像運動2		OMIM:614508	
MONDO:0013791	"thrombophilia due to protein S deficiency, autosomal recessive"		"プロテインS欠損による血栓形成傾向, 常染色体潜性"	"プロテインS欠損による血栓形成傾向, 常染色体劣性"	OMIM:614514	
MONDO:0013792	intracerebral hemorrhage	"stroke, hemorrhagic"	脳内出血 			
MONDO:0013793	"encephalomyopathy, mitochondrial, due to voltage-dependent anion channel deficiency"	"encephalomyopathy, mitochondrial, due to voltage-dependent anion channel deficiency"	"脳筋症, ミトコンドリア, 圧依存性いンイオンチャネル欠乏による"		OMIM:614520	
MONDO:0013794	thrombocythemia 3		血小板血症3		OMIM:614521	
MONDO:0013795	fibrochondrogenesis 2	FBCG2|fibrochondrogenesis type 2|COL11A2 fibrochondrogenesis|fibrochondrogenesis 2|fibrochondrogenesis caused by mutation in COL11A2	線維性軟骨発生症2		OMIM:614524	
MONDO:0013796	chromosome 17q12 duplication syndrome	17q12 duplication|17q12 microduplication|recurrent duplication of 17q12|trisomy 17q12|17q12 microduplication syndrome|dup(17)(q12)|chromosome 17q12 duplication syndrome	17q12重複症候群		OMIM:614526	Orphanet:261272
MONDO:0013797	chromosome 17q12 deletion syndrome	17q12 deletion syndrome|17q12 recurrent deletion syndrome|Del(17)(q12)|chromosome 17q12 deletion syndrome|monosomy 17q12|17q12 microdeletion syndrome	17q12欠失症候群		OMIM:614527	Orphanet:261265
MONDO:0013798	chromosome 16q22 deletion syndrome	"chromosome 16q22 deletion syndrome|chromosome 16q22 deletion syndrome, isolated cases"	16q22欠失症候群		OMIM:614541	Orphanet:658540
MONDO:0013800	"Ehlers-Danlos syndrome, kyphoscoliotic type, 2"	"EDSKMH|EDSKSCL2|EDS with progressive kyphoscoliosis, myopathy, and deafness|EDS, kyphoscoliotic and hearing loss type|Ehlers-Danlos syndrome with progressive kyphoscoliosis, myopathy, and hearing loss|EDS with progressive kyphoscoliosis, myopathy, and hearing loss|Ehlers-Danlos syndrome, kyphoscoliotic type, 2|Ehlers-Danlos syndrome with progressive kyphoscoliosis, myopathy, and deafness|Ehlers-Danlos syndrome, kyphoscoliotic and deafness type|Ehlers-Danlos syndrome, kyphoscoliotic and hearing loss type"	"エーラス・ダンロス症候群, 後弯症型2"	"Ehlers-Danlos症候群, 後側彎・難聴型|エーラス・ダンロス症候群, 後側彎型, 2"	OMIM:614557	Orphanet:300179
MONDO:0013801	"developmental and epileptic encephalopathy, 13"	"SCN8A epilepsy|SCN8A encephalopathy|epileptic encephalopathy, early infantile, 13|early infantile epileptic encephalopathy caused by mutation in SCN8A|DEE13|epileptic encephalopathy, early infantile, type 13|developmental and epileptic encephalopathy 13|SCN8A early infantile epileptic encephalopathy|EIEE13|early infantile epileptic encephalopathy-13"	発達性およびてんかん性脳症13		OMIM:614558	
MONDO:0013802	infantile cerebellar-retinal degeneration	infantile cerebellar retinal degeneration|ICRD|infantile cerebellar-retinal degeneration	乳児小脳網膜変性		OMIM:614559	Orphanet:313850
MONDO:0013803	leukoencephalopathy with calcifications and cysts	"Labrune syndrome|leukoencephalopathy, brain calcifications, and cysts|LCC"	白質脳症-脳石灰化-嚢胞		OMIM:614561	Orphanet:542310
MONDO:0013805	"intellectual disability, autosomal dominant 13"	"intellectual disability, autosomal dominant, 13, with neuronal migration defects|autosomal dominant non-syndromic intellectual disability 13|mental retardation, autosomal dominant, 13, with neuronal migration defects|mental retardation, autosomal dominant 13|MRD13|autosomal dominant non-syndromic intellectual disability caused by mutation in DYNC1H1|autosomal dominant mental retardation 13|autosomal dominant intellectual disability 13|intellectual disability, autosomal dominant type 13|DYNC1H1 autosomal dominant non-syndromic intellectual disability|intellectual disability, autosomal dominant 13|mental retardation, autosomal dominant type 13|intellectual disability, autosomal dominant 13, with neuronal migration defects|mental retardation, autosomal dominant 13, with neuronal migration defects"	"知的障害, 常染色体顕性13"	"知的障害, 常染色体優性13|MRD13|精神遅滞, 常染色体顕性13"	OMIM:614563	
MONDO:0013806	familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome	"cutaneous telangiectasia and cancer syndrome, familial|FCTCS|telangiectasia, cutaneous, and cancer syndrome, familial|familial cutaneous telangiectasia and oropharyngeal cancer predisposition syndrome|familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome"	家族性皮膚毛細血管拡張症および中咽頭感受性癌症候群		OMIM:614564	Orphanet:313846
MONDO:0013807	congenital stationary night blindness 1E	"night blindness, congenital stationary, type 1E|Csnb, complete, autosomal recessive|congenital stationary night blindness type 1E|night blindness, congenital stationary (complete), 1E, autosomal recessive|CSNB1E|congenital stationary night blindness 1E autosomal recessive|GPR179 congenital stationary night blindness|congenital stationary night blindness caused by mutation in GPR179|congenital stationary night blindness 1E"	先天性停止性夜盲症1E		OMIM:614565	
MONDO:0013808	Maffucci syndrome	"enchondromatosis with multiple cavernous hemangiomas|multiple enchondromatosis, Maffucci type|Dyschondrodysplasia with hemangiomas|multiple Angiomas and Endochondromas|hemangiomatosis Chondrodystrophica|Kast syndrome|Maffucci syndrome|Maffucci type enchondromatosis|Maffucci's anomalad|enchondromatosis with hemangiomata|Chondroplasia angiomatosis|hemangiomata with Dyschondroplasia|chondrodysplasia with hemangioma|Dyschondroplasia and cavernous hemangioma"	マフッチ症候群 		OMIM:614569	Orphanet:163634
MONDO:0013810	COG6-ongenital disorder of glycosylation	"COG6-CDG (CDG-IIL)|congenital disorder of glycosylation, type IIL|CDG IIL|CDGIIl|CDG syndrome type IIL|CDG-IIL|COG6-congenital disorder of glycosylation|COG6-CDG|congenital disorder of glycosylation type 2l|CDG2L|congenital disorder of glycosylation type IIL"	COG6-先天性グリコシル化障害 		OMIM:614576	Orphanet:464443
MONDO:0013811	combined oxidative phosphorylation defect type 9	combined oxidative phosphorylation deficiency 9|combined oxidative phosphorylation deficiency caused by mutation in MRPL3|COXPD9|MRPL3 combined oxidative phosphorylation deficiency|combined oxidative phosphorylation deficiency type 9	混合性酸化的リン酸化欠乏症9		OMIM:614582	Orphanet:319509
MONDO:0013812	Baraitser-winter syndrome 2	Baraitser-WINTER syndrome 2|BRWS2|Baraitser-Winter syndrome type 2|ACTG1 Baraitser-Winter cerebrofrontofacial syndrome|Baraitser-winter syndrome 2|Baraitser-Winter cerebrofrontofacial syndrome caused by mutation in ACTG1	Baraitser-Winter症候群2		OMIM:614583	
MONDO:0013813	dystonia 21	"primary dystonia, DYT21 type|DYT21|dystonia 21|dystonia type 21"	ジストニア21		OMIM:614588	Orphanet:306734
MONDO:0013814	"podoconiosis, susceptibility to"	"Nonfilarial elephantiasis of Lower legs, susceptibility to|lymphostatic verrucosis, susceptibility to|endemic Nonfilarial elephantiasis, susceptibility to|PDCOS|podoconiosis, susceptibility to"	象皮病への罹患しやすさ		OMIM:614590	
MONDO:0013815	bent bone dysplasia syndrome 1	bent bone dysplasia syndrome|bent bone dysplasia (BBD)-FGFR2 type|BBDS|FGFR2-related bent bone dysplasia|perinatal lethal bent bone dysplasia	弯曲骨異形成症候群1		OMIM:614592	Orphanet:313855
MONDO:0013817	preeclampsia/eclampsia 5	PEE5|PREECLAMPSIA/eclampsia 5|Corin preeclampsia|preeclampsia caused by mutation in Corin|CORIN preeclampsia|preeclampsia caused by mutation in CORIN|preeclampsia/eclampsia 5|Preeclampsia/eclampsia type 5	子癇前症／子癇5		OMIM:614595	
MONDO:0013818	trichohepatoenteric syndrome 2		毛髪肝腸症候群2		OMIM:614602	
MONDO:0013819	"intellectual disability, autosomal dominant 14"	"Coffin-Siris syndrome 2|COFFIN-SIRIS syndrome 2|mental retardation, autosomal dominant 14|autosomal dominant mental retardation 14|intellectual disability, autosomal dominant 14|Coffin-Siris syndrome caused by mutation in ARID1A|ARID1A-related BAFopathy|autosomal dominant intellectual disability 14|CSS2|mental retardation, autosomal dominant type 14|ARID1A Coffin-Siris syndrome|intellectual disability, autosomal dominant type 14|MRD14"	"知的障害, 常染色体顕性14"	"知的障害, 常染色体優性14|MRD14|精神遅滞, 常染色体顕性14|Coffin-Siris症候群2"	OMIM:614607	
MONDO:0013820	"intellectual disability, autosomal dominant 15"	"mental retardation, autosomal dominant 15|mental retardation, autosomal dominant type 15|intellectual disability, autosomal dominant 15|MRD15|SMARCB1 Coffin-Siris syndrome|intellectual disability, autosomal dominant type 15|SMARCB1-related BAFopathy|Coffin-Siris syndrome caused by mutation in SMARCB1|COFFIN-SIRIS syndrome 3|CSS3|autosomal dominant mental retardation 15|autosomal dominant intellectual disability 15"	"知的障害, 常染色体顕性15"	"知的障害, 常染色体優性15|MRD15|Coffin-Siris症候群3"	OMIM:614608	
MONDO:0013821	"intellectual disability, autosomal dominant 16"	"mental retardation, autosomal dominant 16|CSS4|Coffin-Siris syndrome caused by mutation in SMARCA4|COFFIN-SIRIS syndrome 4|mental retardation, autosomal dominant type 16|SMARCA4-related BAFopathy|intellectual disability, autosomal dominant 16|MRD16|SMARCA4 Coffin-Siris syndrome|autosomal dominant mental retardation 16|autosomal dominant intellectual disability 16|intellectual disability, autosomal dominant type 16"	"知的障害, 常染色体顕性16"	"知的障害, 常染色体優性16|MRD16|精神遅滞, 常染色体顕性16|Coffin-Siris症候群4"	OMIM:614609	
MONDO:0013822	acrodysostosis 2 with or without hormone resistance	"ACRDYS2|acrodysostosis 2, with or without hormone resistance|acrodysostosis caused by mutation in PDE4D|PDE4D acrodysostosis|acrodysostosis 2 with or without hormone resistance"	肢端異骨症2 +/- ホルモン抵抗性		OMIM:614613	
MONDO:0013823	autosomal dominant nonsyndromic hearing loss 4B	"deafness, autosomal dominant 4B|autosomal dominant deafness 4B|deafness, autosomal dominant 4b|autosomal dominant nonsyndromic deafness caused by mutation in CEACAM16|autosomal dominant nonsyndromic deafness type 4B|DFNA4B|deafness, autosomal dominant type 4B|autosomal dominant nonsyndromic deafness 4B|CEACAM16 autosomal dominant nonsyndromic deafness"	"難聴, 常染色体優性4B"		OMIM:614614	
MONDO:0013824	Joubert syndrome 17	Joubert syndrome type 17|CPLANE1 Joubert syndrome|Joubert syndrome caused by mutation in CPLANE1|Joubert syndrome 17|JBTS17	ジュベール症候群17	Joubert症候群17	OMIM:614615	
MONDO:0013825	congenital diarrhea 6	DIAR6|diarrhea 6|diarrhoea 6|congenital diarrhea type 6|GUCY2C congenital diarrhoea|chronic diarrhoea due to guanylate cyclase 2C overactivity|diarrhoea type 6|GUCY2C congenital diarrhea|congenital diarrhoea caused by mutation in GUCY2C|congenital diarrhea caused by mutation in GUCY2C|chronic diarrhea due to guanylate cyclase 2C overactivity|congenital diarrhoea type 6|diarrhea type 6	先天性下痢症6		OMIM:614616	Orphanet:314373
MONDO:0013826	autosomal recessive nonsyndromic hearing loss 86	"deafness, autosomal recessive type 86|autosomal recessive deafness 86|autosomal recessive nonsyndromic deafness 86|deafness, autosomal recessive 86|autosomal recessive nonsyndromic deafness caused by mutation in TBC1D24|TBC1D24 autosomal recessive nonsyndromic deafness|autosomal recessive nonsyndromic deafness type 86|DFNB86"	常染色体潜性非症候性難聴86		OMIM:614617	
MONDO:0013827	hyperekplexia 3	hyperekplexia type 3|HKPX3|hyperekplexia 3|hereditary hyperekplexia caused by mutation in SLC6A5|SLC6A5 hereditary hyperekplexia	過剰驚愕症3	びっくり病3	OMIM:614618	
MONDO:0013828	hyperekplexia 2	hereditary hyperekplexia caused by mutation in GLRB|HKPX2|hyperekplexia 2|hyperekplexia type 2|GLRB hereditary hyperekplexia	過剰驚愕症2	びっくり病2	OMIM:614619	
MONDO:0013829	UV-sensitive syndrome 2		紫外線感受性症候群2 (UVS)		OMIM:614621	
MONDO:0013830	keratoconus 5	keratoconus 5|KTCN5	円錐角膜5	KTCN5	OMIM:614622	
MONDO:0013831	keratoconus 6	KTCN6|keratoconus 6	円錐角膜6	KTCN6	OMIM:614623	
MONDO:0013832	keratoconus 8	keratoconus 8|KTCN8	円錐角膜8	KTCN8	OMIM:614628	
MONDO:0013833	keratoconus 7	KTCN7|keratoconus 7	円錐角膜7	KTCN7	OMIM:614629	
MONDO:0013834	UV-sensitive syndrome 3		紫外線感受性症候群3		OMIM:614640	
MONDO:0013835	"muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 7"	"MDDGA7|muscular dystrophy-dystroglycanopathy, type A caused by mutation in ISPD|muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 7|Walker-Warburg syndrome or muscle-eye-brain disease, ISPD-related|ISPD muscular dystrophy-dystroglycanopathy, type A"	"筋ジストロフィー-ジストログリカノパチー（脳および眼の奇形を伴う先天性）, a型, 7"	MDDGA7	OMIM:614643	
MONDO:0013836	familial steroid-resistant nephrotic syndrome with sensorineural deafness	"coenzyme Q10 deficiency, primary, 6|COQ10D6|coenzyme Q10 deficiency, primary, type 6"	感音性難聴を伴う家族性ステロイド抵抗性ネフローゼ症候群		OMIM:614650	Orphanet:280406
MONDO:0013837	deafness-encephaloneuropathy-obesity-valvulopathy syndrome	"COQ10D2|coenzyme Q10 deficiency, primary, 2|hearing loss-encephaloneuropathy-obesity-valvulopathy syndrome|coenzyme Q10 deficiency, primary, type 2"	"コエンザイム Q10 欠損症, 原発性, 2"		OMIM:614651	Orphanet:254898
MONDO:0013838	"coenzyme Q10 deficiency, primary, 3"	"COQ10D3|coenzyme Q10 deficiency caused by mutation in PDSS2|coenzyme Q10 deficiency, primary, type 3|PDSS2 coenzyme Q10 deficiency|coenzyme Q10 deficiency, primary, 3"	"コエンザイム Q10 欠損症, 原発性, 3"		OMIM:614652	
MONDO:0013839	hereditary sensory and autonomic neuropathy type 6	"HSAN 6|neuropathy, hereditary sensory and autonomic, type VI|neuropathy, hereditary sensory and autonomic, type 6|familial dysautonomia with contractures|hereditary sensory and autonomic neuropathy caused by mutation in DST|HSAN6|DST hereditary sensory and autonomic neuropathy|hereditary sensory and autonomic neuropathy type VI"	"ニューロパチー, 遺伝性感覚・自律神経性, 6型"		OMIM:614653	Orphanet:314381
MONDO:0013840	encephalopathy-hypertrophic cardiomyopathy-renal tubular disease syndrome	"COQ10D5|coenzyme Q10 deficiency, primary, 5|coenzyme Q10 deficiency, primary, type 5"	脳症-肥大型心筋症-尿細管疾患症候群		OMIM:614654	Orphanet:319678
