id	label_en	synonym_en	label_ja	synonym_ja	OMIM	Orphanet
MONDO:0006095	atypical carcinoid tumor	malignant carcinoid tumor|malignant carcinoid tumour|atypical carcinoid tumor	非定型カルチノイド腫瘍	異型カルチノイド腫瘍		
MONDO:0006096	atypical endometrial hyperplasia	endometrial hyperplasia with atypia|atypical hyperplasia of endometrium|atypical hyperplasia of the endometrium	子宮内膜異型増殖症	異型子宮内膜増殖症		
MONDO:0006097	atypical lipomatous tumor		異型脂肪性腫瘍			
MONDO:0006098	atypical lobular breast hyperplasia	atypical breast lobular hyperplasia|atypical lobular hyperplasia of breast|atypical lobular hyperplasia|atypical lobular hyperplasia of the breast|atypical lobular breast hyperplasia|ALH	乳腺異型小葉過形成			
MONDO:0006102	basaloid carcinoma	basaloid carcinoma	類基底細胞癌			
MONDO:0006103	benign adrenal gland pheochromocytoma	"benign adrenal gland pheochromocytoma|pheochromocytoma, benign|adrenal gland pheochromocytoma, benign"	良性副腎褐色細胞腫			
MONDO:0006104	benign carotid body paraganglioma	"benign chemodectoma|chemodectoma, benign|carotid body paraganglioma, benign|benign carotid body paraganglioma"	良性頸動脈小体傍神経節腫	良性頚動脈小体傍神経節腫		
MONDO:0006105	benign conjunctival neoplasm	benign tumour of conjunctiva|benign tumor of the conjunctiva|benign tumor of conjunctiva|benign conjunctival tumor|benign conjunctiva neoplasm|conjunctiva benign neoplasm|benign conjunctival neoplasm|benign conjunctiva tumor|benign conjunctival tumour|benign conjunctiva tumour|benign neoplasm of the conjunctiva|benign neoplasm of conjunctiva|benign tumour of the conjunctiva	良性結膜腫瘍			
MONDO:0006106	benign smooth muscle neoplasm	benign tumor of the smooth muscle|benign tumour of the smooth muscle|benign smooth muscle tumour|benign smooth muscle tumor|smooth muscle tissue benign neoplasm|benign tumor of smooth muscle|benign neoplasm of smooth muscle|benign tumour of smooth muscle|benign neoplasm of the smooth muscle|benign smooth muscle neoplasm	良性平滑筋腫瘍	良性平滑筋新生物		
MONDO:0006107	benign thyroid gland neoplasm		良性甲状腺腫瘍			
MONDO:0006108	bile duct adenoma	"Hepatocholangiocellular adenoma|Cholangioma|Cholangioadenoma|adenoma of bile duct|CHOLANGIOMA, benign|Hepatocholangioma|adenoma of the bile duct|bile duct adenoma (morphologic abnormality)|bile duct adenoma"	胆管腺腫			
MONDO:0006109	malignant biphasic mesothelioma	"malignant biphasic mesothelioma|malignant biphasic mesothelioma, malignant|mesothelioma, biphasic, malignant (morphologic abnormality)|mixed mesothelioma|biphasic mesothelioma|malignant mixed mesothelioma|mesothelioma, biphasic, malignant"	二相型悪性中皮腫	二相性悪性中皮腫|悪性二相性中皮腫		
MONDO:0006111	bladder flat intraepithelial lesion		膀胱平坦型上皮内病変			
MONDO:0006112	bladder inflammatory myofibroblastic tumor	inflammatory myofibroblastic bladder tumor|inflammatory myofibroblastic bladder tumour|inflammatory myofibroblastic tumour of the bladder|inflammatory myofibroblastic tumour of the urinary bladder|inflammatory myofibroblastic tumor of the urinary bladder|inflammatory myofibroblastic tumour of urinary bladder|inflammatory myofibroblastic tumor of the bladder|bladder inflammatory myofibroblastic tumor|inflammatory myofibroblastic neoplasm of bladder|inflammatory myofibroblastic tumor of urinary bladder|inflammatory myofibroblastic tumour of bladder|inflammatory myofibroblastic neoplasm of the bladder|urinary bladder inflammatory myofibroblastic tumour|inflammatory myofibroblastic tumor of bladder|inflammatory myofibroblastic neoplasm of the urinary bladder|urinary bladder inflammatory myofibroblastic neoplasm|inflammatory myofibroblastic neoplasm of urinary bladder|bladder inflammatory myofibroblastic neoplasm|urinary bladder inflammatory myofibroblastic tumor	膀胱炎症性筋線維芽細胞性腫瘍	膀胱炎症性筋線維芽腫性腫瘍		
MONDO:0006115	"blast phase chronic myelogenous leukemia, BCR-ABL1 positive"	"blast crises|blast phase|crisis, blast|crises, blast|phase, blast|phases, blast|blast phases|blast phase chronic myeloid leukaemia|blastic phase chronic myelogenous leukaemia|blast phase chronic myelogenous leukaemia|blast phase chronic granulocytic leukaemia|blastic phase chronic granulocytic leukemia|blastic phase chronic myelogenous leukemia|blast crisis|blast phase chronic granulocytic leukemia|blastic phase chronic myeloid leukaemia|blastic phase chronic granulocytic leukaemia|blastic phase chronic myeloid leukemia|blast phase chronic myelogenous leukemia|blastic phase CML|blast phase chronic myeloid leukemia|blast phase chronic myelocytic leukemia|blastic phase chronic myelocytic leukaemia|blast phase chronic myelocytic leukaemia|blastic phase chronic myelocytic leukemia|blast phase CML"	"急性転化期慢性骨髄原性白血病, BCR-ABL1陽性"			
MONDO:0006116	breast carcinoma by gene expression profile	breast carcinoma by gene expression profile	遺伝子発現プロファイル別乳癌			
MONDO:0006117	breast diffuse large B-cell lymphoma	diffuse large B-cell lymphoma of breast|breast DLBCL|breast diffuse large B-cell lymphoma	乳腺びまん性大細胞型B細胞性リンパ腫	乳腺びまん性大細胞型B細胞性リンパ腫|乳房びまん性大細胞型B細胞リンパ腫		
MONDO:0006118	breast fibrosis	fibrosclerosis of breast|fibrosis of breast|fibrosis of the breast|breast fibrosis|breast fibrosclerosis|fibrosclerosis of the breast	乳腺線維症			
MONDO:0006119	breast mucosa-associated lymphoid tissue lymphoma	breast MALT lymphoma|breast mucosa-associated lymphoid tissue lymphoma	乳腺粘膜関連リンパ組織リンパ腫			
MONDO:0006120	C-cell hyperplasia	C-cell hyperplasia	C細胞過形成			
MONDO:0006121	calcifying fibrous tumor	calcifying fibrous tumor|calcifying fibrous pseudotumor|CFT	石灰化線維性腫瘍			
MONDO:0006122	calcifying nested epithelial stromal tumor of the liver		石灰化巣状上皮性間質腫瘍			
MONDO:0006123	cardiac rhabdomyoma	cardiac rhabdomyoma|rhabdomyoma of heart|cardiac rhabdomyoma (disease)|rhabdomyoma of the heart|heart rhabdomyoma	心臓横紋筋腫	心横紋筋腫		
MONDO:0006126	cecum neuroendocrine tumor G1	"caecum neuroendocrine neoplasm G1|carcinoid tumour of the cecum|cecum NET G1|caecum neuroendocrine tumor, well differentiated, low grade|caecal carcinoid tumour|cecal carcinoid tumor|cecum carcinoid tumour|carcinoid tumour of cecum|cecal carcinoid tumour|carcinoid tumor of the cecum|caecum carcinoid tumour (disease)|caecal carcinoid tumor|cecum carcinoid tumor|grade 1 neuroendocrine neoplasm of caecum|cecum neuroendocrine tumor G1|caecum carcinoid tumor|caecum carcinoid tumour|caecum carcinoid tumor (disease)|caecum NET G1|carcinoid tumor of cecum"	盲腸神経内分泌腫瘍G1			
MONDO:0006128	central nervous system anaplastic large cell lymphoma	primary CNS anaplastic large cell lymphoma|anaplastic large cell lymphoma of central nervous system|central nervous system anaplastic large cell lymphoma|primary central nervous system anaplastic large cell lymphoma|anaplastic large cell lymphoma of CNS|anaplastic central nervous system large cell lymphoma|anaplastic CNS large cell lymphoma|anaplastic large cell lymphoma of the central nervous system|anaplastic large cell lymphoma of the CNS	中枢神経系未分化大細胞リンパ腫			
MONDO:0006130	central nervous system neoplasm		中枢神経系腫瘍 	中枢神経系新生物		
MONDO:0006131	cerebellar liponeurocytoma	CLNC|lipomatous medulloblastoma (formerly)|cerebellar liponeurocytoma|cerebellar liponeurocytoma (WHO grade II)|lipomatous medulloblastoma	小脳脂肪神経細胞腫			Orphanet:251931
MONDO:0006132	cervical adenoid basal carcinoma	cervical adenoid basal cancer|adenoid basal carcinoma of the cervix uteri|cervical adenoid basal carcinoma|skin adenoid basal cell carcinoma of uterine cervix|uterine cervix skin adenoid basal cell carcinoma	子宮頸部腺様基底細胞癌	子宮頚部腺様基底細胞癌		Orphanet:213828
MONDO:0006133	cervical adenoid cystic carcinoma	adenoid cystic carcinoma of cervix uteri|cervical adenoid cystic carcinoma|adenoid cystic carcinoma of the cervix|adenoid cystic carcinoma of the uterine cervix|uterine cervix adenoid cystic carcinoma|adenoid cystic carcinoma of uterine cervix|cervical adenoid cystic cancer|adenoid cystic carcinoma of the cervix uteri|adenoid cystic carcinoma of cervix|cervix uteri adenoid cystic carcinoma	子宮頸部腺様嚢胞癌	子宮頸部腺様のう胞癌|子宮頚部腺様基底細胞癌		Orphanet:213823
MONDO:0006134	cervical adenosquamous carcinoma		子宮頸部腺扁平上皮癌	子宮頚部腺扁平上皮癌		
MONDO:0006135	cervical clear cell adenocarcinoma		子宮頸部明細胞腺癌	子宮頚部明細胞腺癌		
MONDO:0006137	cervical intraepithelial neoplasia grade 2/3	CIN 2/3	子宮頸部上皮内腫瘍グレード2/3	子宮頚部上皮内腫瘍グレード2/3		
MONDO:0006138	cervical large cell neuroendocrine carcinoma	cervical neuroendocrine tumor|cervical neuroendocrine tumour|cervical large cell neuroendocrine carcinoma	子宮頸部大細胞神経内分泌癌	子宮頚部大細胞神経内分泌癌		
MONDO:0006139	cervical metaplasia		子宮頸部異形成	子宮頚部異形成|子宮頸部化生		
MONDO:0006140	"cervical mucinous adenocarcinoma, minimal deviation variant"	"cervical mucinous adenocarcinoma, minimal deviation variant|cervical mucinous adenocarcinoma, minimal deviation type|cervical adenoma malignum"	"子宮頸部粘液腺癌, 最小偏倚型"	"子宮頚部粘液腺癌, 最小偏倚型"		
MONDO:0006141	cervical villoglandular adenocarcinoma		子宮頸部絨毛腺管腺癌	子宮頚部絨毛腺管腺癌		
MONDO:0006142	cervical small cell carcinoma	SCCE|uterine cervix small cell carcinoma|small cell carcinoma of uterine cervix|small cell carcinoma of the uterine cervix|small cell carcinoma of the cervix|cervix uteri small cell carcinoma|small cell carcinoma of the cervix uteri|cervical small cell carcinoma|small cell carcinoma of cervix uteri|Cervical small cell cancer|cervix small cell carcinoma|small cell carcinoma of cervix	子宮頸部小細胞癌	子宮頚部小細胞癌		
MONDO:0006143	cervical squamous cell carcinoma	CESC|squamous cell carcinoma of the uterine cervix|cervical squamous cell carcinoma|cervical squamous cell cancer|squamous cell carcinoma of cervix|squamous cell carcinoma of cervix uteri|squamous cell carcinoma of uterine cervix|uterine cervix squamous cell carcinoma|cervix squamous cell carcinoma|squamous cervical cancer|squamous cell carcinoma of the cervix uteri|squamous cell carcinoma of the cervix|cervix uteri squamous cell carcinoma	子宮頸部扁平上皮癌	子宮頚部扁平上皮癌		Orphanet:213767
MONDO:0006144	cervical Wilms tumor	cervical Wilms' tumour|cervical Wilms' tumor|cervical Wilms tumor	子宮頸部ウィルムス腫瘍	子宮頚部ウィルムス腫瘍|子宮頸部Wilms腫瘍		
MONDO:0006145	chondroid chordoma	chondroid chordoma (morphologic abnormality)|chondroid chordoma	軟骨様脊索腫			
MONDO:0006146	chondroid hamartoma		軟骨様過誤腫			
MONDO:0006149	clear cell papillary cystadenoma	clear cell papillary cystadenoma	明細胞乳頭状嚢胞腺腫	乳頭状のう胞腺腫		
MONDO:0006150	colon Burkitt lymphoma	colon Burkitts lymphoma|colon Burkitt lymphoma|Burkitt lymphoma of colon|Burkitts lymphoma of colon|colon Burkitt's lymphoma|primary colon Burkitt's lymphoma	結腸バーキットリンパ腫	結腸Burkittリンパ腫		
MONDO:0006151	colon dysplasia	dysplasia of colon|colonic dysplasia|dysplasia of the colon	結腸異形成			
MONDO:0006152	colon inflammatory polyp	inflammatory polyp of the colon|inflammatory polyp of colon|colonic inflammatory polyp	結腸炎症性ポリープ			
MONDO:0006153	colon juvenile polyp	retention polyp of colon|colonic retention polyp|colonic juvenile polyp|retention polyp of the colon|juvenile polyp of colon|colon retention polyp|juvenile polyp of the colon	結腸若年性ポリープ			
MONDO:0006154	colon mucosa-associated lymphoid tissue lymphoma	colon MALT lymphoma|colonic mucosa-associated lymphoid tissue lymphoma|colonic MALToma|colonic MALT lymphoma|MALT lymphoma of the colon|MALToma of the colon|colon MALToma|MALToma of colon|MALT lymphoma of colon	結腸粘膜関連リンパ組織リンパ腫			
MONDO:0006155	colon neuroendocrine tumor G1	"carcinoid tumour of the colon|colon NET G1|colon carcinoid tumor (disease)|colonic carcinoid tumour|colon neuroendocrine neoplasm G1|carcinoid tumor of colon|colon carcinoid tumour|colonic carcinoid tumor|colon neuroendocrine tumor, well differentiated, low grade|colon carcinoid tumor|carcinoid tumour of colon|carcinoid tumor of the colon|colon carcinoid tumour (disease)|grade 1 neuroendocrine neoplasm of colon|colon neuroendocrine tumor G1"	結腸神経内分泌腫瘍G1			
MONDO:0006156	colon sessile serrated adenoma/polyp	colon sessile serrated polyp|colon sessile serrated adenoma|colon SSP|colon SSA|colon SSA/P|colon sessile serrated adenoma/polyp	結腸無茎性鋸歯状腺腫/ポリープ			
MONDO:0006157	colorectal adenosquamous carcinoma	colorectal adenosquamous carcinoma|colorectum adenosquamous carcinoma|colorectal adenosquamous cancer|colorectal (colon or rectal) adenosquamous cancer	大腸腺扁平上皮癌			
MONDO:0006158	colorectal diffuse large B-cell lymphoma	diffuse large B-cell lymphoma of colorectum|colorectum diffuse large B-cell lymphoma|colorectal diffuse large B-cell lymphoma|colorectal DLBCL	大腸びまん性大細胞型B細胞性リンパ腫	大腸びまん性大細胞型B細胞性リンパ腫|結腸直腸びまん性大細胞型B細胞リンパ腫		
MONDO:0006159	colorectal gastrointestinal stromal tumor	colorectal (colon or rectal) gastrointestinal stromal tumor (gist)|colorectal (colon or rectal) gastrointestinal stromal tumour (gist)|colorectal gastrointestinal stromal tumour (gist)|colorectal gastrointestinal stromal tumor (gist)|colorectal gist|colorectal gastrointestinal stromal tumor	大腸消化管間質腫瘍	結腸直腸消化管間質腫瘍		
MONDO:0006160	colorectal hamartoma	colorectal hamartoma|colorectum hamartoma (disease)|large intestinal hamartoma	大腸過誤腫	結腸直腸過誤腫		
MONDO:0006161	colorectal juvenile polyp	large intestinal juvenile polyp|juvenile polyp of large bowel|juvenile polyp of the large bowel|large bowel juvenile polyp|colorectal retention polyp	大腸若年性ポリープ	結腸直腸若年性ポリープ		
MONDO:0006162	colorectal neuroendocrine tumor G1	"large intestinal neuroendocrine tumor G1|colorectum neuroendocrine neoplasm G1|colorectal carcinoid tumour|colorectum NET G1|grade 1 neuroendocrine neoplasm of colorectum|colorectum neuroendocrine tumor, well differentiated, low grade|colorectal NET G1|colorectum carcinoid tumor|large intestinal neuroendocrine tumour G1|colorectal carcinoid tumor|colorectum carcinoid tumour|colorectal neuroendocrine tumor G1"	大腸神経内分泌腫瘍G1	結腸直腸神経内分泌腫瘍G1		
MONDO:0006163	colorectal serrated adenocarcinoma	colorectal serrated adenocarcinoma	大腸鋸歯状腺癌			
MONDO:0006164	colorectal sessile serrated adenoma/polyp	colorectal sessile serrated adenoma/polyp|colorectal mixed hyperplastic adenomatous polyp|colorectal SSA|colorectal SSP|colorectal sessile serrated polyp|colorectal sessile serrated adenoma|colorectal mixed hyperplastic adenomatous polyp/serrated adenoma|colorectal SSA/P	大腸無茎性鋸歯状腺腫/ポリープ			
MONDO:0006165	colorectal squamous cell carcinoma	colorectal squamous cell carcinoma|colorectal squamous cell cancer|colorectum squamous cell carcinoma|colorectal (colon or rectal) squamous cell cancer	大腸扁平上皮癌	結腸直腸扁平上皮癌		
MONDO:0006166	columnar cell hyperplasia of the breast	CCH|columnar cell hyperplasia of breast	乳腺円柱細胞過形成			
MONDO:0006167	combined lung carcinoma	combined carcinoma of lung|combined carcinoma of the lung|combined lung carcinoma|combined lung cancer	混合型肺癌			
MONDO:0006169	complex endometrial hyperplasia		複雑型子宮内膜増殖症			
MONDO:0006170	conjunctival disorder	conjunctival disease|conjunctiva disease or disorder|conjunctiva disease|conjunctival disorder|disease of conjunctiva|disorder of conjunctiva|disease or disorder of conjunctiva	結膜障害			
MONDO:0006172	conjunctival nevus	Nevus of conjunctiva|Nevus of the conjunctiva|conjunctival nevus	結膜母斑			
MONDO:0006173	conjunctival squamous cell carcinoma	ocular surface squamous neoplasia|squamous cell carcinoma of conjunctiva|invasive squamous cell carcinoma of the conjunctiva|conjunctiva squamous cell carcinoma|conjunctival epidermoid carcinoma|squamous cell carcinoma of the conjunctiva|conjunctival squamous cell cancer|epidermoid carcinoma of the conjunctiva|epidermoid carcinoma of conjunctiva|conjunctival squamous cell carcinoma|conjunctiva epidermoid carcinoma	結膜扁平上皮癌			
MONDO:0006174	cortisol-producing adrenal cortex adenoma	cortisol producing adrenal cortex adenoma|cortisol producing adrenal cortical adenoma|cortisol-producing adrenal cortex adenoma	コルチゾール産生副腎皮質腺腫			
MONDO:0006176	cribriform carcinoma	cribriform carcinoma	篩状癌			
MONDO:0006178	dedifferentiated solitary fibrous tumor		脱分化型孤立性線維性腫瘍	脱分化型孤在性線維性腫瘍		
MONDO:0006179	desmoplastic ameloblastoma	desmoplastic ameloblastoma	線維形成性エナメル上皮腫			
MONDO:0006180	digestive system adenoma	digestive tract adenoma|GI adenoma|digestive system adenoma|gastrointestinal adenoma	消化器系腺腫			
MONDO:0006181	digestive system carcinoma	gastrointestinal system carcinoma|carcinoma of the gastrointestinal system|digestive system carcinoma|gastrointestinal carcinoma (disease)|carcinoma of digestive system|gastrointestinal carcinoma	消化器系癌	胃腸癌		
MONDO:0006182	digestive system mixed adenoneuroendocrine carcinoma	MANEC|mixed Adenoneuroendocrine carcinoma|digestive system Mixed Adenoneuroendocrine cancer|digestive system mixed adenoneuroendocrine carcinoma|gastrointestinal mixed Adenoneuroendocrine carcinoma|gastrointestinal MANEC	消化器系混合型腺神経内分泌癌			
MONDO:0006183	disseminated peritoneal leiomyomatosis	diffuse peritoneal leiomyomatosis|disseminated peritoneal leiomyomatosis|DPL|leiomyomatosis peritonealis disseminata|leiomyomatosis peritonealis disseminate|LPD	腹膜播種性平滑筋腫症			Orphanet:71274
MONDO:0006184	ductal breast carcinoma in situ and lobular carcinoma in situ	intraductal and lobular breast carcinoma in situ|non-infiltrating ductal with non-infiltrating lobular carcinoma of the breast|non-invasive ductal carcinoma with non-invasive lobular carcinoma of breast|ductal carcinoma in situ with lobular carcinoma in situ of the breast|intraductal carcinoma and lobular carcinoma in situ|non-infiltrating ductal with non-infiltrating lobular carcinoma of breast|DCIS and LCIS of breast|non-invasive ductal and non-invasive lobular carcinoma|non-invasive ductal and non-invasive lobular breast carcinoma|ductal and lobular carcinoma in situ of breast|ductal carcinoma in situ with lobular carcinoma in situ of breast|non-invasive ductal with non-invasive lobular breast carcinoma|DCIS and LCIS of the breast|non-invasive ductal carcinoma with non-invasive lobular carcinoma of the breast|intraductal and lobular carcinoma in situ of breast|ductal and lobular carcinoma in situ of the breast|intraductal and lobular carcinoma in situ of the breast|non-invasive ductal breast carcinoma with non-invasive lobular breast carcinoma|non-infiltrating ductal and non-infiltrating lobular breast carcinoma|ductal and lobular breast carcinoma in situ	非浸潤性乳管癌および非浸潤性小葉癌			
MONDO:0006186	duodenal adenocarcinoma	adenocarcinoma of the duodenum|duodenal adenocarcinoma|adenocarcinoma of duodenum|duodenum adenocarcinoma	十二指腸腺癌			
MONDO:0006187	duodenal villous adenoma	"duodenum adenoma|villous adenoma of duodenum|villous adenoma, duodenum|duodenum villous adenoma|villous adenoma of the duodenum|duodenal villous adenoma"	十二指腸絨毛腺腫			
MONDO:0006188	EBV-positive T-cell lymphoproliferative disorder of childhood	EBV-positive T-cell lymphoproliferative disease of childhood|EBV-positive T-cell lymphoproliferative disorder of childhood	小児期EBV陽性T細胞性リンパ増殖異常症			
MONDO:0006189	eccrine porocarcinoma	porocarcinoma/spiroadenocarcinoma|eccrine porocarcinoma of skin|eccrine porocarcinoma|malignant eccrine poroma|porocarcinoma|epidermotropic eccrine carcinoma	エクリン汗孔癌			
MONDO:0006190	endolymphatic sac tumor		内リンパ嚢腫瘍			
MONDO:0006191	endometrial clear cell adenocarcinoma	endometrium clear cell adenocarcinoma|clear cell carcinoma of endometrium|endometrial clear cell adenocarcinoma|clear cell carcinoma of the endometrium	子宮内膜明細胞腺癌			
MONDO:0006192	endometrial endometrioid adenocarcinoma		子宮内膜類内膜腺癌			
MONDO:0006193	endometrial hyperplasia without atypia		異型のない子宮内膜増殖症			
MONDO:0006195	endometrial polyp	"endometrial stromal polyp|polyp, endometrial stromal, benign|endometrium polyp|polyp of the endometrium|polyp of endometrium|endometrial polyp"	子宮内膜ポリープ			
MONDO:0006196	endometrial serous adenocarcinoma		子宮内膜漿液性腺癌			
MONDO:0006197	endometrial small cell carcinoma	endometrial small cell carcinoma|small cell carcinoma of endometrium|endometrium small cell carcinoma	子宮内膜小細胞癌			
MONDO:0006198	endometrial squamous cell carcinoma	squamous cell carcinoma of endometrium|endometrium squamous cell carcinoma|endometrial squamous cell carcinoma|squamous cell carcinoma of the endometrium	子宮内膜扁平上皮癌			
MONDO:0006199	endometrial undifferentiated carcinoma		子宮内膜未分化癌			
MONDO:0006200	epithelioid cell uveal melanoma		類上皮細胞ブドウ膜黒色腫			
MONDO:0006201	ethmoid sinus adenoid cystic carcinoma	adenoid cystic carcinoma of ethmoid sinus|adenoid cystic carcinoma of the ethmoid sinus	篩骨洞腺様嚢胞癌	篩骨洞腺様のう胞癌		
MONDO:0006202	extrahepatic bile duct adenosquamous carcinoma	bile duct adenosquamous carcinoma|adenosquamous carcinoma of bile duct|adenosquamous bile duct carcinoma|adenosquamous carcinoma of the bile duct|extrahepatic bile duct adenosquamous carcinoma	肝外胆管腺扁平上皮癌			
MONDO:0006203	extrahepatic bile duct squamous cell carcinoma	squamous cell carcinoma of the bile duct|squamous cell bile duct carcinoma|bile duct squamous cell carcinoma|squamous cell carcinoma of bile duct|extrahepatic bile duct squamous cell carcinoma	肝外胆管扁平上皮癌			
MONDO:0006206	fallopian tube carcinoma	fallopian tube cancer|cancer of fallopian tube|cancer of the fallopian tube|carcinoma of fallopian tube|fallopian tube Ca|carcinoma of the fallopian tube|fallopian tube carcinoma	卵管癌			
MONDO:0006207	fallopian tube carcinosarcoma	fallopian tube malignant mixed mesodermal (Mテシllerian) tumour|fallopian tube malignant mixed mesodermal (mullerian) tumor|fallopian tube carcinosarcoma|fallopian tube malignant mixed Mullerian tumor|fallopian tube malignant mixed Mullerian tumour|fallopian tube malignant mixed mesodermal (Mテシllerian) tumor|fallopian tube malignant mixed mesodermal (mullerian) tumour	卵管癌肉腫			
MONDO:0006208	fallopian tube serous adenocarcinoma	fallopian tube serous adenocarcinoma	卵管漿液性腺癌			
MONDO:0006209	fibroblastic neoplasm	fibrogenic neoplasm|fibrous neoplasm|fibroblastic neoplasm|fibrogenicTumor|fibrocytic tumor|fibrous tumour|fibroblastic tumor|fibroblastic tumour|fibrocytic tumour|fibrocytic neoplasm|fibrous tumor	線維芽細胞性腫瘍			
MONDO:0006210	fibrolamellar hepatocellular carcinoma	"eosinophilic hepatocellular carcinoma with lamellar fibrosis|fibrolamellar oncocytic hepatoma|hepatocellular carcinoma (fibrolamellar variant)|hepatocellular carcinoma with increased stromal fibrosis|polygonal cell hepatocellular carcinoma with fibrous stroma|FL-HCC|fibrolamellar variant of hepatocellular carcinoma|eosinophilic glassy cell hepatoma|fibrolamellar carcinoma of the liver cells|oncocytic hepatocellular tumour|FHCC|fibrolamellar cancer|fibrolamellar hepatocellular carcinoma|hepatocellular carcinoma, fibrolamellar|fibrolamellar carcinoma|hepatocellular fibrolamellar carcinoma|fibrolamellar carcinoma of liver cells|FLC|oncocytic hepatocellular tumor|fibrolamellar hepatocarcinoma|polygonal cell type hepatocellular carcinoma with fibrous Stroma|liver cell fibrolamellar carcinoma"	線維層板型肝細胞癌	線維層板状肝細胞癌		Orphanet:401920
MONDO:0006211	fibrous hamartoma of infancy	infantile fibrous hamartoma|fibrous hamartoma|fibrous hamartoma of infancy	乳児期線維性過誤腫	乳児期線維性過誤腫		
MONDO:0006212	flat urothelial hyperplasia	flat urothelial hyperplasia	平坦状尿路上皮過形成			
MONDO:0006213	floor of mouth mucoepidermoid carcinoma	mucoepidermoid carcinoma of the floor of mouth|mouth floor mucoepidermoid carcinoma|mucoepidermoid carcinoma of floor of mouth	口腔底粘表皮癌			
MONDO:0006214	follicular variant thyroid gland papillary carcinoma	FVPTC	濾胞型甲状腺乳頭癌	ろ胞状亜型甲状腺乳頭状癌		
MONDO:0006215	gallbladder adenocarcinoma	adenocarcinoma of the gallbladder|gall bladder adenocarcinoma|adenocarcinoma of gallbladder|gallbladder adenocarcinoma	胆嚢腺癌			
MONDO:0006216	gallbladder adenoma	gall bladder adenoma|adenoma of the gallbladder|gallbladder adenoma|adenoma of gallbladder	胆嚢腺腫			
MONDO:0006217	gallbladder adenosquamous carcinoma	GBASC|adenosquamous gallbladder carcinoma|gallbladder adenosquamous cancer|adenosquamous carcinoma of the gallbladder|gallbladder adenosquamous carcinoma|gall bladder adenosquamous carcinoma|adenosquamous carcinoma of gallbladder	胆嚢腺扁平上皮癌			
MONDO:0006218	gallbladder biliary intraepithelial neoplasia	gallbladder BilIN|gallbladder biliary intraepithelial neoplasia|intracystic BilIN|gallbladder dysplasia|gallbladder intraepithelial neoplasia|intracystic biliary intraepithelial neoplasia	胆嚢胆道上皮内腫瘍			
MONDO:0006219	gallbladder small cell neuroendocrine carcinoma	Oat cell carcinoma of the gallbladder|gallbladder small cell carcinoma|small cell carcinoma of gallbladder|small cell carcinoma of gall bladder|small cell carcinoma of the gallbladder|gallbladder Oat cell carcinoma|gallbladder small cell neuroendocrine carcinoma|gall bladder small cell carcinoma|gallbladder small cell NEC|Oat cell carcinoma of gallbladder	胆嚢小細胞神経内分泌癌			
MONDO:0006220	gallbladder squamous cell carcinoma	gallbladder squamous cell carcinoma|gall bladder squamous cell carcinoma|epidermoid carcinoma of gallbladder|squamous cell carcinoma of the gallbladder|squamous cell gallbladder carcinoma|gallbladder squamous cell cancer|squamous cell carcinoma of gallbladder|epidermoid carcinoma of the gallbladder|epidermoid gallbladder carcinoma	胆嚢扁平上皮癌			
MONDO:0006221	gastric adenoma	gastric adenoma|stomach adenoma|adenoma of stomach|adenoma of the stomach	胃腺腫			
MONDO:0006222	gastric choriocarcinoma	gastric choriocarcinoma	胃絨毛癌			
MONDO:0006223	gastric diffuse large B-cell lymphoma	primary gastric diffuse large B-cell lymphoma|primary diffuse large B-cell lymphoma of stomach|primary diffuse large B-cell gastric lymphoma|primary diffuse large B-cell lymphoma of the stomach|gastric diffuse large B-cell lymphoma	胃びまん性大細胞型B細胞性リンパ腫	胃びまん性大細胞型B細胞性リンパ腫|胃びまん性大細胞型B細胞型リンパ腫		
MONDO:0006224	gastric hamartomatous polyp	gastric hamartomatous polyp|hamartoma of stomach|stomach hamartoma (disease)|hamartoma of the stomach	胃過誤腫性ポリープ			
MONDO:0006225	gastric mantle cell lymphoma	gastric mantle cell lymphoma|mantle cell lymphoma of stomach|stomach mantle cell lymphoma|mantle cell lymphoma of the stomach	胃マントル細胞リンパ腫			
MONDO:0006226	gastric mucosa-associated lymphoid tissue lymphoma	MALToma of the stomach|primary MALT lymphoma of stomach|MALT lymphoma of the stomach|gastric mucosa-associated lymphoid tissue lymphoma|stomach MALT lymphoma|primary gastric B-cell MALT lymphoma|gastric MALT lymphoma|primary MALT lymphoma of the stomach|gastric MALToma|primary gastric MALT lymphoma|MALToma of stomach|MALT lymphoma of stomach	胃粘膜関連リンパ組織リンパ腫			
MONDO:0006227	gastric neuroendocrine tumor G1	"stomach carcinoid tumour|gastric NET G1|gastric ECL cell NET|gastric carcinoid tumour|stomach neuroendocrine tumor, well differentiated, low grade|gastric enterochromaffin-like cell carcinoid tumour|gastric ECL-cell carcinoid tumor|stomach carcinoid tumor|gastric carcinoid tumor|stomach neuroendocrine neoplasm G1|gastric ECL cell NET G1|stomach NET G1|gastric enterochromaffin-like cell neuroendocrine tumour|grade 1 neuroendocrine neoplasm of stomach|gastric enterochromaffin-like cell neuroendocrine tumor|gastric ECL-cell carcinoid tumour|gastric ECL cell, histamine-producing NET|gastric enterochromaffin-like cell carcinoid tumor"	胃神経内分泌腫瘍G1			
